date,Klempner,isPartial
2018-01-07,30,False
2018-01-14,44,False
2018-01-21,33,False
2018-01-28,29,False
2018-02-04,34,False
2018-02-11,22,False
2018-02-18,23,False
2018-02-25,45,False
2018-03-04,22,False
2018-03-11,30,False
2018-03-18,54,False
2018-03-25,24,False
2018-04-01,47,False
2018-04-08,44,False
2018-04-15,45,False
2018-04-22,44,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,68,False
2018-05-20,32,False
2018-05-27,22,False
2018-06-03,34,False
2018-06-10,22,False
2018-06-17,0,False
2018-06-24,47,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,43,False
2018-07-22,26,False
2018-07-29,24,False
2018-08-05,30,False
2018-08-12,23,False
2018-08-19,46,False
2018-08-26,57,False
2018-09-02,35,False
2018-09-09,31,False
2018-09-16,23,False
2018-09-23,31,False
2018-09-30,49,False
2018-10-07,36,False
2018-10-14,23,False
2018-10-21,22,False
2018-10-28,33,False
2018-11-04,29,False
2018-11-11,33,False
2018-11-18,21,False
2018-11-25,43,False
2018-12-02,37,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,29,False
2018-12-30,25,False
2019-01-06,55,False
2019-01-13,43,False
2019-01-20,32,False
2019-01-27,22,False
2019-02-03,29,False
2019-02-10,67,False
2019-02-17,44,False
2019-02-24,45,False
2019-03-03,43,False
2019-03-10,22,False
2019-03-17,22,False
2019-03-24,23,False
2019-03-31,34,False
2019-04-07,24,False
2019-04-14,26,False
2019-04-21,36,False
2019-04-28,30,False
2019-05-05,37,False
2019-05-12,34,False
2019-05-19,30,False
2019-05-26,23,False
2019-06-02,45,False
2019-06-09,34,False
2019-06-16,45,False
2019-06-23,23,False
2019-06-30,32,False
2019-07-07,46,False
2019-07-14,0,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,24,False
2019-08-11,29,False
2019-08-18,22,False
2019-08-25,45,False
2019-09-01,100,False
2019-09-08,29,False
2019-09-15,33,False
2019-09-22,21,False
2019-09-29,22,False
2019-10-06,36,False
2019-10-13,42,False
2019-10-20,31,False
2019-10-27,28,False
2019-11-03,61,False
2019-11-10,40,False
2019-11-17,34,False
2019-11-24,0,False
2019-12-01,83,False
2019-12-08,21,False
2019-12-15,43,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,30,False
2020-01-12,28,False
2020-01-19,20,False
2020-01-26,40,False
2020-02-02,53,False
2020-02-09,46,False
2020-02-16,33,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,92,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,33,False
2020-04-19,32,False
2020-04-26,37,False
2020-05-03,29,False
2020-05-10,35,False
2020-05-17,0,True
