date,torta margherita,isPartial
2018-01-07,11,False
2018-01-14,32,False
2018-01-21,20,False
2018-01-28,25,False
2018-02-04,33,False
2018-02-11,17,False
2018-02-18,15,False
2018-02-25,43,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,18,False
2018-03-25,6,False
2018-04-01,10,False
2018-04-08,18,False
2018-04-15,10,False
2018-04-22,6,False
2018-04-29,16,False
2018-05-06,21,False
2018-05-13,18,False
2018-05-20,24,False
2018-05-27,9,False
2018-06-03,15,False
2018-06-10,9,False
2018-06-17,6,False
2018-06-24,12,False
2018-07-01,12,False
2018-07-08,18,False
2018-07-15,12,False
2018-07-22,6,False
2018-07-29,19,False
2018-08-05,6,False
2018-08-12,13,False
2018-08-19,25,False
2018-08-26,23,False
2018-09-02,9,False
2018-09-09,18,False
2018-09-16,15,False
2018-09-23,9,False
2018-09-30,12,False
2018-10-07,19,False
2018-10-14,16,False
2018-10-21,28,False
2018-10-28,23,False
2018-11-04,12,False
2018-11-11,18,False
2018-11-18,6,False
2018-11-25,18,False
2018-12-02,32,False
2018-12-09,10,False
2018-12-16,26,False
2018-12-23,15,False
2018-12-30,7,False
2019-01-06,15,False
2019-01-13,9,False
2019-01-20,28,False
2019-01-27,25,False
2019-02-03,22,False
2019-02-10,11,False
2019-02-17,12,False
2019-02-24,11,False
2019-03-03,15,False
2019-03-10,9,False
2019-03-17,24,False
2019-03-24,21,False
2019-03-31,31,False
2019-04-07,17,False
2019-04-14,12,False
2019-04-21,21,False
2019-04-28,20,False
2019-05-05,16,False
2019-05-12,22,False
2019-05-19,19,False
2019-05-26,13,False
2019-06-02,20,False
2019-06-09,6,False
2019-06-16,17,False
2019-06-23,6,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,6,False
2019-07-21,12,False
2019-07-28,12,False
2019-08-04,6,False
2019-08-11,21,False
2019-08-18,12,False
2019-08-25,6,False
2019-09-01,14,False
2019-09-08,6,False
2019-09-15,23,False
2019-09-22,31,False
2019-09-29,19,False
2019-10-06,31,False
2019-10-13,33,False
2019-10-20,25,False
2019-10-27,24,False
2019-11-03,21,False
2019-11-10,11,False
2019-11-17,29,False
2019-11-24,29,False
2019-12-01,17,False
2019-12-08,17,False
2019-12-15,11,False
2019-12-22,16,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,15,False
2020-01-19,28,False
2020-01-26,20,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,15,False
2020-02-23,15,False
2020-03-01,40,False
2020-03-08,72,False
2020-03-15,100,False
2020-03-22,100,False
2020-03-29,90,False
2020-04-05,85,False
2020-04-12,47,False
2020-04-19,79,False
2020-04-26,77,True
