date,torta margherita,isPartial
2018-01-07,16,False
2018-01-14,20,False
2018-01-21,16,False
2018-01-28,22,False
2018-02-04,17,False
2018-02-11,20,False
2018-02-18,18,False
2018-02-25,24,False
2018-03-04,25,False
2018-03-11,22,False
2018-03-18,28,False
2018-03-25,12,False
2018-04-01,20,False
2018-04-08,12,False
2018-04-15,17,False
2018-04-22,11,False
2018-04-29,13,False
2018-05-06,13,False
2018-05-13,15,False
2018-05-20,13,False
2018-05-27,11,False
2018-06-03,9,False
2018-06-10,11,False
2018-06-17,8,False
2018-06-24,7,False
2018-07-01,4,False
2018-07-08,4,False
2018-07-15,10,False
2018-07-22,12,False
2018-07-29,7,False
2018-08-05,7,False
2018-08-12,10,False
2018-08-19,14,False
2018-08-26,10,False
2018-09-02,16,False
2018-09-09,11,False
2018-09-16,19,False
2018-09-23,15,False
2018-09-30,19,False
2018-10-07,16,False
2018-10-14,11,False
2018-10-21,17,False
2018-10-28,22,False
2018-11-04,11,False
2018-11-11,27,False
2018-11-18,19,False
2018-11-25,20,False
2018-12-02,11,False
2018-12-09,8,False
2018-12-16,12,False
2018-12-23,9,False
2018-12-30,13,False
2019-01-06,9,False
2019-01-13,16,False
2019-01-20,22,False
2019-01-27,27,False
2019-02-03,14,False
2019-02-10,25,False
2019-02-17,28,False
2019-02-24,11,False
2019-03-03,16,False
2019-03-10,17,False
2019-03-17,14,False
2019-03-24,12,False
2019-03-31,13,False
2019-04-07,20,False
2019-04-14,13,False
2019-04-21,7,False
2019-04-28,16,False
2019-05-05,10,False
2019-05-12,9,False
2019-05-19,15,False
2019-05-26,8,False
2019-06-02,9,False
2019-06-09,12,False
2019-06-16,5,False
2019-06-23,5,False
2019-06-30,8,False
2019-07-07,5,False
2019-07-14,6,False
2019-07-21,7,False
2019-07-28,7,False
2019-08-04,15,False
2019-08-11,12,False
2019-08-18,9,False
2019-08-25,13,False
2019-09-01,11,False
2019-09-08,9,False
2019-09-15,8,False
2019-09-22,5,False
2019-09-29,15,False
2019-10-06,15,False
2019-10-13,18,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,17,False
2019-11-10,22,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,18,False
2019-12-08,16,False
2019-12-15,12,False
2019-12-22,5,False
2019-12-29,16,False
2020-01-05,15,False
2020-01-12,16,False
2020-01-19,18,False
2020-01-26,21,False
2020-02-02,14,False
2020-02-09,18,False
2020-02-16,20,False
2020-02-23,27,False
2020-03-01,32,False
2020-03-08,52,False
2020-03-15,100,False
2020-03-22,91,False
2020-03-29,96,False
2020-04-05,60,False
2020-04-12,49,False
2020-04-19,55,False
2020-04-26,53,True
