date,torta margherita,isPartial
2018-01-07,24,False
2018-01-14,17,False
2018-01-21,17,False
2018-01-28,17,False
2018-02-04,19,False
2018-02-11,34,False
2018-02-18,22,False
2018-02-25,27,False
2018-03-04,23,False
2018-03-11,20,False
2018-03-18,18,False
2018-03-25,8,False
2018-04-01,11,False
2018-04-08,18,False
2018-04-15,15,False
2018-04-22,11,False
2018-04-29,5,False
2018-05-06,16,False
2018-05-13,15,False
2018-05-20,5,False
2018-05-27,0,False
2018-06-03,13,False
2018-06-10,12,False
2018-06-17,12,False
2018-06-24,5,False
2018-07-01,15,False
2018-07-08,5,False
2018-07-15,5,False
2018-07-22,7,False
2018-07-29,10,False
2018-08-05,9,False
2018-08-12,5,False
2018-08-19,9,False
2018-08-26,14,False
2018-09-02,10,False
2018-09-09,15,False
2018-09-16,12,False
2018-09-23,12,False
2018-09-30,10,False
2018-10-07,18,False
2018-10-14,15,False
2018-10-21,13,False
2018-10-28,25,False
2018-11-04,10,False
2018-11-11,24,False
2018-11-18,18,False
2018-11-25,10,False
2018-12-02,11,False
2018-12-09,8,False
2018-12-16,6,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,15,False
2019-01-13,10,False
2019-01-20,16,False
2019-01-27,22,False
2019-02-03,21,False
2019-02-10,17,False
2019-02-17,5,False
2019-02-24,14,False
2019-03-03,10,False
2019-03-10,7,False
2019-03-17,20,False
2019-03-24,7,False
2019-03-31,12,False
2019-04-07,10,False
2019-04-14,5,False
2019-04-21,5,False
2019-04-28,7,False
2019-05-05,12,False
2019-05-12,19,False
2019-05-19,7,False
2019-05-26,14,False
2019-06-02,5,False
2019-06-09,5,False
2019-06-16,13,False
2019-06-23,10,False
2019-06-30,0,False
2019-07-07,5,False
2019-07-14,0,False
2019-07-21,8,False
2019-07-28,10,False
2019-08-04,5,False
2019-08-11,12,False
2019-08-18,14,False
2019-08-25,4,False
2019-09-01,7,False
2019-09-08,9,False
2019-09-15,16,False
2019-09-22,7,False
2019-09-29,28,False
2019-10-06,14,False
2019-10-13,5,False
2019-10-20,14,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,12,False
2019-11-17,22,False
2019-11-24,14,False
2019-12-01,17,False
2019-12-08,20,False
2019-12-15,15,False
2019-12-22,8,False
2019-12-29,10,False
2020-01-05,14,False
2020-01-12,27,False
2020-01-19,16,False
2020-01-26,21,False
2020-02-02,16,False
2020-02-09,14,False
2020-02-16,12,False
2020-02-23,18,False
2020-03-01,28,False
2020-03-08,48,False
2020-03-15,75,False
2020-03-22,100,False
2020-03-29,65,False
2020-04-05,51,False
2020-04-12,54,False
2020-04-19,43,False
2020-04-26,33,True
