date,Autosattlerei,isPartial
2018-01-07,52,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,35,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,52,False
2018-03-18,27,False
2018-03-25,57,False
2018-04-01,29,False
2018-04-08,41,False
2018-04-15,29,False
2018-04-22,46,False
2018-04-29,28,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,28,False
2018-05-27,84,False
2018-06-03,27,False
2018-06-10,27,False
2018-06-17,55,False
2018-06-24,29,False
2018-07-01,0,False
2018-07-08,100,False
2018-07-15,58,False
2018-07-22,58,False
2018-07-29,28,False
2018-08-05,41,False
2018-08-12,47,False
2018-08-19,27,False
2018-08-26,35,False
2018-09-02,35,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,41,False
2018-09-30,48,False
2018-10-07,55,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,52,False
2018-11-04,26,False
2018-11-11,35,False
2018-11-18,26,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,28,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,44,False
2019-01-06,0,False
2019-01-13,52,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,39,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,26,False
2019-03-10,64,False
2019-03-17,40,False
2019-03-24,44,False
2019-03-31,26,False
2019-04-07,66,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,45,False
2019-05-05,51,False
2019-05-12,26,False
2019-05-19,26,False
2019-05-26,27,False
2019-06-02,34,False
2019-06-09,79,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,56,False
2019-07-21,0,False
2019-07-28,29,False
2019-08-04,55,False
2019-08-11,26,False
2019-08-18,52,False
2019-08-25,26,False
2019-09-01,26,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,46,False
2019-10-06,26,False
2019-10-13,24,False
2019-10-20,49,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,24,False
2019-11-24,72,False
2019-12-01,24,False
2019-12-08,37,False
2019-12-15,33,False
2019-12-22,59,False
2019-12-29,55,False
2020-01-05,25,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,46,False
2020-02-02,35,False
2020-02-09,23,False
2020-02-16,71,False
2020-02-23,23,False
2020-03-01,34,False
2020-03-08,22,False
2020-03-15,22,False
2020-03-22,0,False
2020-03-29,29,False
2020-04-05,24,False
2020-04-12,68,False
2020-04-19,33,False
2020-04-26,66,False
2020-05-03,43,False
2020-05-10,44,False
