date,Autosattlerei,isPartial
2018-01-07,65,False
2018-01-14,0,False
2018-01-21,32,False
2018-01-28,32,False
2018-02-04,33,False
2018-02-11,32,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,66,False
2018-04-01,33,False
2018-04-08,49,False
2018-04-15,100,False
2018-04-22,32,False
2018-04-29,33,False
2018-05-06,85,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,47,False
2018-06-03,48,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,48,False
2018-07-22,34,False
2018-07-29,48,False
2018-08-05,45,False
2018-08-12,30,False
2018-08-19,45,False
2018-08-26,31,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,50,False
2018-10-07,33,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,31,False
2018-11-04,31,False
2018-11-11,31,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,31,False
2018-12-09,32,False
2018-12-16,0,False
2018-12-23,36,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,30,False
2019-01-27,45,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,59,False
2019-03-17,30,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,49,False
2019-04-14,0,False
2019-04-21,48,False
2019-04-28,30,False
2019-05-05,45,False
2019-05-12,30,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,45,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,41,False
2019-07-14,43,False
2019-07-21,67,False
2019-07-28,0,False
2019-08-04,63,False
2019-08-11,28,False
2019-08-18,45,False
2019-08-25,29,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,30,False
2019-10-06,0,False
2019-10-13,44,False
2019-10-20,43,False
2019-10-27,57,False
2019-11-03,0,False
2019-11-10,56,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,41,False
2019-12-08,41,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,36,False
2020-01-26,71,False
2020-02-02,53,False
2020-02-09,43,False
2020-02-16,44,False
2020-02-23,53,False
2020-03-01,27,False
2020-03-08,25,False
2020-03-15,49,False
2020-03-22,37,False
2020-03-29,24,False
2020-04-05,54,False
2020-04-12,26,False
2020-04-19,25,False
2020-04-26,24,False
2020-05-03,24,False
2020-05-10,24,False
