date,Maurer,isPartial
2018-01-07,58,False
2018-01-14,63,False
2018-01-21,62,False
2018-01-28,61,False
2018-02-04,30,False
2018-02-11,33,False
2018-02-18,79,False
2018-02-25,54,False
2018-03-04,52,False
2018-03-11,70,False
2018-03-18,45,False
2018-03-25,61,False
2018-04-01,51,False
2018-04-08,43,False
2018-04-15,78,False
2018-04-22,47,False
2018-04-29,52,False
2018-05-06,32,False
2018-05-13,69,False
2018-05-20,50,False
2018-05-27,47,False
2018-06-03,89,False
2018-06-10,49,False
2018-06-17,33,False
2018-06-24,55,False
2018-07-01,44,False
2018-07-08,35,False
2018-07-15,99,False
2018-07-22,45,False
2018-07-29,40,False
2018-08-05,33,False
2018-08-12,63,False
2018-08-19,59,False
2018-08-26,57,False
2018-09-02,38,False
2018-09-09,64,False
2018-09-16,69,False
2018-09-23,35,False
2018-09-30,40,False
2018-10-07,100,False
2018-10-14,82,False
2018-10-21,40,False
2018-10-28,43,False
2018-11-04,36,False
2018-11-11,42,False
2018-11-18,46,False
2018-11-25,54,False
2018-12-02,50,False
2018-12-09,38,False
2018-12-16,41,False
2018-12-23,29,False
2018-12-30,34,False
2019-01-06,52,False
2019-01-13,53,False
2019-01-20,56,False
2019-01-27,42,False
2019-02-03,29,False
2019-02-10,49,False
2019-02-17,41,False
2019-02-24,20,False
2019-03-03,57,False
2019-03-10,36,False
2019-03-17,62,False
2019-03-24,43,False
2019-03-31,75,False
2019-04-07,30,False
2019-04-14,56,False
2019-04-21,28,False
2019-04-28,51,False
2019-05-05,69,False
2019-05-12,54,False
2019-05-19,41,False
2019-05-26,26,False
2019-06-02,25,False
2019-06-09,60,False
2019-06-16,42,False
2019-06-23,44,False
2019-06-30,51,False
2019-07-07,42,False
2019-07-14,48,False
2019-07-21,45,False
2019-07-28,39,False
2019-08-04,51,False
2019-08-11,63,False
2019-08-18,21,False
2019-08-25,39,False
2019-09-01,58,False
2019-09-08,45,False
2019-09-15,52,False
2019-09-22,68,False
2019-09-29,49,False
2019-10-06,45,False
2019-10-13,48,False
2019-10-20,83,False
2019-10-27,70,False
2019-11-03,37,False
2019-11-10,66,False
2019-11-17,66,False
2019-11-24,57,False
2019-12-01,50,False
2019-12-08,47,False
2019-12-15,33,False
2019-12-22,26,False
2019-12-29,25,False
2020-01-05,72,False
2020-01-12,44,False
2020-01-19,46,False
2020-01-26,30,False
2020-02-02,12,False
2020-02-09,61,False
2020-02-16,53,False
2020-02-23,36,False
2020-03-01,67,False
2020-03-08,39,False
2020-03-15,25,False
2020-03-22,32,False
2020-03-29,29,False
2020-04-05,44,False
2020-04-12,43,False
2020-04-19,67,False
2020-04-26,28,False
2020-05-03,56,False
2020-05-10,36,False
