date,Einfamilienhaus,isPartial
2018-01-07,100,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,90,False
2018-02-04,23,False
2018-02-11,23,False
2018-02-18,58,False
2018-02-25,36,False
2018-03-04,56,False
2018-03-11,22,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,49,False
2018-04-08,26,False
2018-04-15,53,False
2018-04-22,55,False
2018-04-29,0,False
2018-05-06,24,False
2018-05-13,45,False
2018-05-20,24,False
2018-05-27,49,False
2018-06-03,46,False
2018-06-10,45,False
2018-06-17,48,False
2018-06-24,35,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,47,False
2018-07-22,24,False
2018-07-29,36,False
2018-08-05,70,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,35,False
2018-09-02,94,False
2018-09-09,48,False
2018-09-16,35,False
2018-09-23,24,False
2018-09-30,25,False
2018-10-07,27,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,77,False
2018-11-04,60,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,31,False
2018-12-23,65,False
2018-12-30,23,False
2019-01-06,43,False
2019-01-13,42,False
2019-01-20,74,False
2019-01-27,63,False
2019-02-03,42,False
2019-02-10,22,False
2019-02-17,34,False
2019-02-24,43,False
2019-03-03,22,False
2019-03-10,44,False
2019-03-17,22,False
2019-03-24,22,False
2019-03-31,55,False
2019-04-07,22,False
2019-04-14,24,False
2019-04-21,0,False
2019-04-28,44,False
2019-05-05,21,False
2019-05-12,32,False
2019-05-19,21,False
2019-05-26,64,False
2019-06-02,54,False
2019-06-09,34,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,43,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,69,False
2019-07-28,89,False
2019-08-04,24,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,87,False
2019-09-01,0,False
2019-09-08,22,False
2019-09-15,23,False
2019-09-22,46,False
2019-09-29,21,False
2019-10-06,23,False
2019-10-13,48,False
2019-10-20,24,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,22,False
2019-11-17,23,False
2019-11-24,46,False
2019-12-01,24,False
2019-12-08,47,False
2019-12-15,24,False
2019-12-22,40,False
2019-12-29,31,False
2020-01-05,18,False
2020-01-12,30,False
2020-01-19,64,False
2020-01-26,21,False
2020-02-02,19,False
2020-02-09,49,False
2020-02-16,22,False
2020-02-23,53,False
2020-03-01,32,False
2020-03-08,41,False
2020-03-15,39,False
2020-03-22,33,False
2020-03-29,50,False
2020-04-05,38,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,62,False
2020-05-03,37,False
2020-05-10,38,False
2020-05-17,40,False
2020-05-24,19,False
2020-05-31,55,False
2020-06-07,30,False
2020-06-14,46,False
2020-06-21,21,False
2020-06-28,20,False
2020-07-05,22,False
