date,Einfamilienhaus,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,41,False
2018-01-28,21,False
2018-02-04,22,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,0,False
2018-03-11,19,False
2018-03-18,20,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,41,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,40,False
2018-05-20,0,False
2018-05-27,62,False
2018-06-03,100,False
2018-06-10,38,False
2018-06-17,0,False
2018-06-24,39,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,0,False
2018-07-22,61,False
2018-07-29,42,False
2018-08-05,40,False
2018-08-12,21,False
2018-08-19,59,False
2018-08-26,0,False
2018-09-02,76,False
2018-09-09,20,False
2018-09-16,58,False
2018-09-23,39,False
2018-09-30,20,False
2018-10-07,20,False
2018-10-14,40,False
2018-10-21,0,False
2018-10-28,59,False
2018-11-04,56,False
2018-11-11,57,False
2018-11-18,37,False
2018-11-25,19,False
2018-12-02,58,False
2018-12-09,38,False
2018-12-16,39,False
2018-12-23,43,False
2018-12-30,19,False
2019-01-06,51,False
2019-01-13,18,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,19,False
2019-02-10,0,False
2019-02-17,71,False
2019-02-24,18,False
2019-03-03,54,False
2019-03-10,18,False
2019-03-17,37,False
2019-03-24,36,False
2019-03-31,19,False
2019-04-07,18,False
2019-04-14,0,False
2019-04-21,38,False
2019-04-28,0,False
2019-05-05,52,False
2019-05-12,52,False
2019-05-19,17,False
2019-05-26,0,False
2019-06-02,18,False
2019-06-09,0,False
2019-06-16,36,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,36,False
2019-07-14,0,False
2019-07-21,38,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,18,False
2019-08-18,17,False
2019-08-25,33,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,68,False
2019-10-20,33,False
2019-10-27,50,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,49,False
2019-11-24,49,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,51,False
2019-12-22,37,False
2019-12-29,17,False
2020-01-05,60,False
2020-01-12,15,False
2020-01-19,16,False
2020-01-26,31,False
2020-02-02,16,False
2020-02-09,31,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,30,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,26,False
2020-03-29,0,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,27,False
2020-05-03,0,False
2020-05-10,27,False
2020-05-17,30,False
2020-05-24,14,False
2020-05-31,42,False
2020-06-07,14,False
2020-06-14,41,False
2020-06-21,45,False
2020-06-28,45,False
2020-07-05,32,False
