date,Einfamilienhaus,isPartial
2018-01-07,19,False
2018-01-14,19,False
2018-01-21,19,False
2018-01-28,18,False
2018-02-04,20,False
2018-02-11,20,False
2018-02-18,68,False
2018-02-25,38,False
2018-03-04,19,False
2018-03-11,19,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,41,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,20,False
2018-05-06,42,False
2018-05-13,39,False
2018-05-20,100,False
2018-05-27,20,False
2018-06-03,39,False
2018-06-10,37,False
2018-06-17,19,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,41,False
2018-07-29,29,False
2018-08-05,20,False
2018-08-12,20,False
2018-08-19,19,False
2018-08-26,20,False
2018-09-02,40,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,40,False
2018-09-30,63,False
2018-10-07,41,False
2018-10-14,20,False
2018-10-21,39,False
2018-10-28,19,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,0,False
2018-11-25,37,False
2018-12-02,19,False
2018-12-09,19,False
2018-12-16,0,False
2018-12-23,21,False
2018-12-30,29,False
2019-01-06,18,False
2019-01-13,18,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,36,False
2019-02-10,75,False
2019-02-17,28,False
2019-02-24,20,False
2019-03-03,36,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,38,False
2019-03-31,19,False
2019-04-07,28,False
2019-04-14,39,False
2019-04-21,38,False
2019-04-28,37,False
2019-05-05,35,False
2019-05-12,38,False
2019-05-19,19,False
2019-05-26,19,False
2019-06-02,18,False
2019-06-09,19,False
2019-06-16,19,False
2019-06-23,38,False
2019-06-30,28,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,40,False
2019-08-04,19,False
2019-08-11,27,False
2019-08-18,18,False
2019-08-25,18,False
2019-09-01,18,False
2019-09-08,0,False
2019-09-15,38,False
2019-09-22,0,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,35,False
2019-10-20,35,False
2019-10-27,25,False
2019-11-03,17,False
2019-11-10,69,False
2019-11-17,42,False
2019-11-24,16,False
2019-12-01,35,False
2019-12-08,34,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,53,False
2020-01-05,32,False
2020-01-12,0,False
2020-01-19,32,False
2020-01-26,16,False
2020-02-02,32,False
2020-02-09,15,False
2020-02-16,33,False
2020-02-23,39,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,28,False
2020-03-22,14,False
2020-03-29,28,False
2020-04-05,15,False
2020-04-12,22,False
2020-04-19,36,False
2020-04-26,14,False
2020-05-03,21,False
2020-05-10,0,False
