date,Einfamilienhaus,isPartial
2018-01-07,60,False
2018-01-14,27,False
2018-01-21,55,False
2018-01-28,46,False
2018-02-04,48,False
2018-02-11,67,False
2018-02-18,28,False
2018-02-25,28,False
2018-03-04,69,False
2018-03-11,46,False
2018-03-18,43,False
2018-03-25,28,False
2018-04-01,46,False
2018-04-08,29,False
2018-04-15,41,False
2018-04-22,67,False
2018-04-29,88,False
2018-05-06,50,False
2018-05-13,29,False
2018-05-20,60,False
2018-05-27,42,False
2018-06-03,38,False
2018-06-10,52,False
2018-06-17,53,False
2018-06-24,55,False
2018-07-01,26,False
2018-07-08,47,False
2018-07-15,94,False
2018-07-22,43,False
2018-07-29,42,False
2018-08-05,52,False
2018-08-12,21,False
2018-08-19,24,False
2018-08-26,41,False
2018-09-02,28,False
2018-09-09,27,False
2018-09-16,37,False
2018-09-23,28,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,56,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,27,False
2018-11-11,55,False
2018-11-18,27,False
2018-11-25,55,False
2018-12-02,41,False
2018-12-09,42,False
2018-12-16,63,False
2018-12-23,64,False
2018-12-30,59,False
2019-01-06,50,False
2019-01-13,60,False
2019-01-20,43,False
2019-01-27,39,False
2019-02-03,54,False
2019-02-10,91,False
2019-02-17,79,False
2019-02-24,35,False
2019-03-03,26,False
2019-03-10,26,False
2019-03-17,80,False
2019-03-24,35,False
2019-03-31,28,False
2019-04-07,27,False
2019-04-14,84,False
2019-04-21,52,False
2019-04-28,38,False
2019-05-05,43,False
2019-05-12,70,False
2019-05-19,77,False
2019-05-26,25,False
2019-06-02,59,False
2019-06-09,100,False
2019-06-16,38,False
2019-06-23,25,False
2019-06-30,60,False
2019-07-07,73,False
2019-07-14,36,False
2019-07-21,49,False
2019-07-28,24,False
2019-08-04,72,False
2019-08-11,39,False
2019-08-18,37,False
2019-08-25,40,False
2019-09-01,95,False
2019-09-08,59,False
2019-09-15,32,False
2019-09-22,73,False
2019-09-29,48,False
2019-10-06,24,False
2019-10-13,22,False
2019-10-20,23,False
2019-10-27,35,False
2019-11-03,37,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,47,False
2019-12-01,36,False
2019-12-08,48,False
2019-12-15,24,False
2019-12-22,26,False
2019-12-29,52,False
2020-01-05,22,False
2020-01-12,71,False
2020-01-19,44,False
2020-01-26,85,False
2020-02-02,64,False
2020-02-09,34,False
2020-02-16,57,False
2020-02-23,44,False
2020-03-01,87,False
2020-03-08,27,False
2020-03-15,51,False
2020-03-22,27,False
2020-03-29,38,False
2020-04-05,33,False
2020-04-12,42,False
2020-04-19,52,False
2020-04-26,60,False
2020-05-03,62,False
2020-05-10,61,False
