date,Einfamilienhaus,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,0,False
2018-01-28,28,False
2018-02-04,57,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,43,False
2018-03-04,100,False
2018-03-11,28,False
2018-03-18,29,False
2018-03-25,31,False
2018-04-01,30,False
2018-04-08,0,False
2018-04-15,29,False
2018-04-22,56,False
2018-04-29,0,False
2018-05-06,63,False
2018-05-13,0,False
2018-05-20,77,False
2018-05-27,28,False
2018-06-03,29,False
2018-06-10,71,False
2018-06-17,57,False
2018-06-24,59,False
2018-07-01,41,False
2018-07-08,31,False
2018-07-15,49,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,0,False
2018-09-16,30,False
2018-09-23,29,False
2018-09-30,31,False
2018-10-07,46,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,57,False
2018-11-04,27,False
2018-11-11,28,False
2018-11-18,27,False
2018-11-25,42,False
2018-12-02,0,False
2018-12-09,29,False
2018-12-16,30,False
2018-12-23,0,False
2018-12-30,43,False
2019-01-06,42,False
2019-01-13,0,False
2019-01-20,37,False
2019-01-27,42,False
2019-02-03,28,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,29,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,28,False
2019-03-24,38,False
2019-03-31,29,False
2019-04-07,30,False
2019-04-14,0,False
2019-04-21,31,False
2019-04-28,29,False
2019-05-05,42,False
2019-05-12,39,False
2019-05-19,28,False
2019-05-26,49,False
2019-06-02,29,False
2019-06-09,48,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,27,False
2019-07-07,29,False
2019-07-14,46,False
2019-07-21,34,False
2019-07-28,96,False
2019-08-04,46,False
2019-08-11,28,False
2019-08-18,87,False
2019-08-25,29,False
2019-09-01,52,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,96,False
2019-09-29,42,False
2019-10-06,42,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,26,False
2019-11-03,39,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,26,False
2019-12-08,36,False
2019-12-15,36,False
2019-12-22,33,False
2019-12-29,60,False
2020-01-05,25,False
2020-01-12,24,False
2020-01-19,26,False
2020-01-26,42,False
2020-02-02,26,False
2020-02-09,51,False
2020-02-16,38,False
2020-02-23,75,False
2020-03-01,52,False
2020-03-08,24,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,23,False
2020-04-05,26,False
2020-04-12,37,False
2020-04-19,24,False
2020-04-26,0,False
2020-05-03,67,False
2020-05-10,29,False
