date,torte di pasta di zucchero,isPartial
2018-01-07,77,False
2018-01-14,77,False
2018-01-21,98,False
2018-01-28,65,False
2018-02-04,52,False
2018-02-11,76,False
2018-02-18,52,False
2018-02-25,50,False
2018-03-04,64,False
2018-03-11,54,False
2018-03-18,0,False
2018-03-25,44,False
2018-04-01,46,False
2018-04-08,77,False
2018-04-15,100,False
2018-04-22,35,False
2018-04-29,34,False
2018-05-06,44,False
2018-05-13,0,False
2018-05-20,66,False
2018-05-27,68,False
2018-06-03,67,False
2018-06-10,31,False
2018-06-17,21,False
2018-06-24,31,False
2018-07-01,43,False
2018-07-08,32,False
2018-07-15,21,False
2018-07-22,52,False
2018-07-29,21,False
2018-08-05,0,False
2018-08-12,37,False
2018-08-19,18,False
2018-08-26,38,False
2018-09-02,20,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,21,False
2018-09-30,21,False
2018-10-07,46,False
2018-10-14,45,False
2018-10-21,67,False
2018-10-28,22,False
2018-11-04,32,False
2018-11-11,45,False
2018-11-18,22,False
2018-11-25,22,False
2018-12-02,69,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,24,False
2018-12-30,22,False
2019-01-06,53,False
2019-01-13,42,False
2019-01-20,59,False
2019-01-27,20,False
2019-02-03,19,False
2019-02-10,29,False
2019-02-17,20,False
2019-02-24,20,False
2019-03-03,21,False
2019-03-10,40,False
2019-03-17,31,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,40,False
2019-05-12,59,False
2019-05-19,29,False
2019-05-26,37,False
2019-06-02,0,False
2019-06-09,42,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,19,False
2019-07-14,49,False
2019-07-21,61,False
2019-07-28,19,False
2019-08-04,39,False
2019-08-11,20,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,18,False
2019-09-08,0,False
2019-09-15,55,False
2019-09-22,18,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,39,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,36,False
2019-11-10,19,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,39,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,74,False
2020-01-12,44,False
2020-01-19,27,False
2020-01-26,18,False
2020-02-02,35,False
2020-02-09,36,False
2020-02-16,18,False
2020-02-23,25,False
2020-03-01,0,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,31,False
2020-04-19,14,False
2020-04-26,0,True
