date,gruppo musicale,isPartial
2018-01-07,24,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,26,False
2018-04-01,26,False
2018-04-08,52,False
2018-04-15,27,False
2018-04-22,41,False
2018-04-29,25,False
2018-05-06,25,False
2018-05-13,40,False
2018-05-20,39,False
2018-05-27,26,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,25,False
2018-07-08,64,False
2018-07-15,65,False
2018-07-22,75,False
2018-07-29,100,False
2018-08-05,0,False
2018-08-12,44,False
2018-08-19,48,False
2018-08-26,48,False
2018-09-02,38,False
2018-09-09,26,False
2018-09-16,39,False
2018-09-23,39,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,55,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,53,False
2018-11-11,28,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,31,False
2018-12-30,40,False
2019-01-06,26,False
2019-01-13,27,False
2019-01-20,25,False
2019-01-27,26,False
2019-02-03,0,False
2019-02-10,25,False
2019-02-17,52,False
2019-02-24,66,False
2019-03-03,55,False
2019-03-10,27,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,29,False
2019-04-21,28,False
2019-04-28,27,False
2019-05-05,27,False
2019-05-12,39,False
2019-05-19,27,False
2019-05-26,49,False
2019-06-02,0,False
2019-06-09,28,False
2019-06-16,27,False
2019-06-23,55,False
2019-06-30,41,False
2019-07-07,50,False
2019-07-14,77,False
2019-07-21,27,False
2019-07-28,26,False
2019-08-04,38,False
2019-08-11,48,False
2019-08-18,43,False
2019-08-25,22,False
2019-09-01,70,False
2019-09-08,51,False
2019-09-15,0,False
2019-09-22,48,False
2019-09-29,0,False
2019-10-06,24,False
2019-10-13,49,False
2019-10-20,59,False
2019-10-27,47,False
2019-11-03,0,False
2019-11-10,45,False
2019-11-17,70,False
2019-11-24,23,False
2019-12-01,46,False
2019-12-08,24,False
2019-12-15,37,False
2019-12-22,26,False
2019-12-29,73,False
2020-01-05,23,False
2020-01-12,0,False
2020-01-19,44,False
2020-01-26,21,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,31,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,38,False
2020-03-22,36,False
2020-03-29,38,False
2020-04-05,30,False
2020-04-12,20,False
2020-04-19,0,False
2020-04-26,68,True
