date,gruppo musicale,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,86,False
2018-02-11,25,False
2018-02-18,48,False
2018-02-25,35,False
2018-03-04,24,False
2018-03-11,35,False
2018-03-18,49,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,26,False
2018-04-29,37,False
2018-05-06,72,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,49,False
2018-06-03,97,False
2018-06-10,0,False
2018-06-17,49,False
2018-06-24,48,False
2018-07-01,24,False
2018-07-08,47,False
2018-07-15,48,False
2018-07-22,37,False
2018-07-29,25,False
2018-08-05,37,False
2018-08-12,27,False
2018-08-19,25,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,49,False
2018-09-30,36,False
2018-10-07,25,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,94,False
2018-11-04,0,False
2018-11-11,99,False
2018-11-18,36,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,23,False
2018-12-23,27,False
2018-12-30,26,False
2019-01-06,48,False
2019-01-13,54,False
2019-01-20,52,False
2019-01-27,31,False
2019-02-03,64,False
2019-02-10,21,False
2019-02-17,43,False
2019-02-24,32,False
2019-03-03,0,False
2019-03-10,21,False
2019-03-17,64,False
2019-03-24,44,False
2019-03-31,32,False
2019-04-07,42,False
2019-04-14,0,False
2019-04-21,91,False
2019-04-28,41,False
2019-05-05,20,False
2019-05-12,21,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,32,False
2019-06-09,23,False
2019-06-16,33,False
2019-06-23,22,False
2019-06-30,65,False
2019-07-07,42,False
2019-07-14,44,False
2019-07-21,47,False
2019-07-28,23,False
2019-08-04,36,False
2019-08-11,38,False
2019-08-18,35,False
2019-08-25,22,False
2019-09-01,31,False
2019-09-08,41,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,100,False
2019-10-20,39,False
2019-10-27,60,False
2019-11-03,76,False
2019-11-10,19,False
2019-11-17,28,False
2019-11-24,77,False
2019-12-01,30,False
2019-12-08,30,False
2019-12-15,41,False
2019-12-22,23,False
2019-12-29,71,False
2020-01-05,21,False
2020-01-12,19,False
2020-01-19,19,False
2020-01-26,37,False
2020-02-02,64,False
2020-02-09,57,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,35,False
2020-03-08,25,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,34,False
2020-04-05,61,False
2020-04-12,26,False
2020-04-19,17,False
2020-04-26,0,True
