date,Garten,isPartial
2018-01-07,13,False
2018-01-14,16,False
2018-01-21,19,False
2018-01-28,17,False
2018-02-04,21,False
2018-02-11,17,False
2018-02-18,27,False
2018-02-25,18,False
2018-03-04,20,False
2018-03-11,51,False
2018-03-18,37,False
2018-03-25,33,False
2018-04-01,52,False
2018-04-08,55,False
2018-04-15,79,False
2018-04-22,61,False
2018-04-29,62,False
2018-05-06,66,False
2018-05-13,46,False
2018-05-20,52,False
2018-05-27,41,False
2018-06-03,42,False
2018-06-10,37,False
2018-06-17,26,False
2018-06-24,39,False
2018-07-01,34,False
2018-07-08,33,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,34,False
2018-08-05,40,False
2018-08-12,36,False
2018-08-19,26,False
2018-08-26,29,False
2018-09-02,22,False
2018-09-09,24,False
2018-09-16,30,False
2018-09-23,32,False
2018-09-30,25,False
2018-10-07,30,False
2018-10-14,23,False
2018-10-21,17,False
2018-10-28,16,False
2018-11-04,20,False
2018-11-11,23,False
2018-11-18,16,False
2018-11-25,12,False
2018-12-02,11,False
2018-12-09,12,False
2018-12-16,11,False
2018-12-23,8,False
2018-12-30,8,False
2019-01-06,13,False
2019-01-13,18,False
2019-01-20,14,False
2019-01-27,16,False
2019-02-03,18,False
2019-02-10,26,False
2019-02-17,27,False
2019-02-24,38,False
2019-03-03,42,False
2019-03-10,39,False
2019-03-17,44,False
2019-03-24,56,False
2019-03-31,59,False
2019-04-07,39,False
2019-04-14,50,False
2019-04-21,49,False
2019-04-28,59,False
2019-05-05,34,False
2019-05-12,38,False
2019-05-19,50,False
2019-05-26,37,False
2019-06-02,51,False
2019-06-09,43,False
2019-06-16,38,False
2019-06-23,36,False
2019-06-30,36,False
2019-07-07,40,False
2019-07-14,32,False
2019-07-21,30,False
2019-07-28,31,False
2019-08-04,28,False
2019-08-11,31,False
2019-08-18,37,False
2019-08-25,37,False
2019-09-01,28,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,25,False
2019-09-29,31,False
2019-10-06,24,False
2019-10-13,20,False
2019-10-20,25,False
2019-10-27,21,False
2019-11-03,19,False
2019-11-10,13,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,14,False
2019-12-08,12,False
2019-12-15,11,False
2019-12-22,18,False
2019-12-29,14,False
2020-01-05,14,False
2020-01-12,18,False
2020-01-19,10,False
2020-01-26,19,False
2020-02-02,14,False
2020-02-09,23,False
2020-02-16,40,False
2020-02-23,30,False
2020-03-01,32,False
2020-03-08,40,False
2020-03-15,44,False
2020-03-22,45,False
2020-03-29,59,False
2020-04-05,75,False
2020-04-12,83,False
2020-04-19,98,False
2020-04-26,94,False
2020-05-03,64,False
2020-05-10,58,False
2020-05-17,100,False
2020-05-24,57,False
2020-05-31,64,False
2020-06-07,63,False
2020-06-14,53,False
2020-06-21,51,False
2020-06-28,44,False
2020-07-05,44,False
