date,Garten,isPartial
2018-01-07,15,False
2018-01-14,20,False
2018-01-21,10,False
2018-01-28,26,False
2018-02-04,29,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,17,False
2018-03-04,30,False
2018-03-11,52,False
2018-03-18,37,False
2018-03-25,33,False
2018-04-01,40,False
2018-04-08,64,False
2018-04-15,63,False
2018-04-22,66,False
2018-04-29,46,False
2018-05-06,45,False
2018-05-13,35,False
2018-05-20,22,False
2018-05-27,24,False
2018-06-03,48,False
2018-06-10,34,False
2018-06-17,30,False
2018-06-24,30,False
2018-07-01,26,False
2018-07-08,38,False
2018-07-15,36,False
2018-07-22,45,False
2018-07-29,32,False
2018-08-05,18,False
2018-08-12,18,False
2018-08-19,24,False
2018-08-26,20,False
2018-09-02,6,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,15,False
2018-09-30,17,False
2018-10-07,18,False
2018-10-14,35,False
2018-10-21,9,False
2018-10-28,19,False
2018-11-04,24,False
2018-11-11,6,False
2018-11-18,14,False
2018-11-25,17,False
2018-12-02,11,False
2018-12-09,9,False
2018-12-16,9,False
2018-12-23,6,False
2018-12-30,11,False
2019-01-06,15,False
2019-01-13,22,False
2019-01-20,10,False
2019-01-27,12,False
2019-02-03,5,False
2019-02-10,18,False
2019-02-17,27,False
2019-02-24,35,False
2019-03-03,31,False
2019-03-10,18,False
2019-03-17,47,False
2019-03-24,50,False
2019-03-31,51,False
2019-04-07,61,False
2019-04-14,35,False
2019-04-21,23,False
2019-04-28,23,False
2019-05-05,35,False
2019-05-12,23,False
2019-05-19,56,False
2019-05-26,67,False
2019-06-02,44,False
2019-06-09,35,False
2019-06-16,31,False
2019-06-23,33,False
2019-06-30,53,False
2019-07-07,19,False
2019-07-14,26,False
2019-07-21,30,False
2019-07-28,26,False
2019-08-04,32,False
2019-08-11,17,False
2019-08-18,27,False
2019-08-25,30,False
2019-09-01,23,False
2019-09-08,8,False
2019-09-15,30,False
2019-09-22,21,False
2019-09-29,13,False
2019-10-06,19,False
2019-10-13,16,False
2019-10-20,5,False
2019-10-27,8,False
2019-11-03,8,False
2019-11-10,18,False
2019-11-17,16,False
2019-11-24,20,False
2019-12-01,18,False
2019-12-08,8,False
2019-12-15,10,False
2019-12-22,13,False
2019-12-29,7,False
2020-01-05,5,False
2020-01-12,18,False
2020-01-19,11,False
2020-01-26,5,False
2020-02-02,24,False
2020-02-09,27,False
2020-02-16,24,False
2020-02-23,25,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,38,False
2020-03-22,33,False
2020-03-29,47,False
2020-04-05,100,False
2020-04-12,96,False
2020-04-19,84,False
2020-04-26,55,False
2020-05-03,75,False
2020-05-10,57,False
2020-05-17,58,False
2020-05-24,45,False
2020-05-31,34,False
2020-06-07,36,False
2020-06-14,33,False
2020-06-21,44,False
2020-06-28,38,False
2020-07-05,42,False
