date,Garten,isPartial
2018-01-07,9,False
2018-01-14,28,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,46,False
2018-02-11,39,False
2018-02-18,35,False
2018-02-25,9,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,63,False
2018-03-25,37,False
2018-04-01,56,False
2018-04-08,86,False
2018-04-15,58,False
2018-04-22,71,False
2018-04-29,56,False
2018-05-06,84,False
2018-05-13,18,False
2018-05-20,100,False
2018-05-27,27,False
2018-06-03,9,False
2018-06-10,33,False
2018-06-17,18,False
2018-06-24,8,False
2018-07-01,36,False
2018-07-08,0,False
2018-07-15,17,False
2018-07-22,26,False
2018-07-29,9,False
2018-08-05,8,False
2018-08-12,43,False
2018-08-19,41,False
2018-08-26,16,False
2018-09-02,25,False
2018-09-09,86,False
2018-09-16,34,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,9,False
2018-10-14,17,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,16,False
2018-11-11,16,False
2018-11-18,0,False
2018-11-25,8,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,9,False
2018-12-23,9,False
2018-12-30,0,False
2019-01-06,16,False
2019-01-13,15,False
2019-01-20,8,False
2019-01-27,8,False
2019-02-03,8,False
2019-02-10,33,False
2019-02-17,46,False
2019-02-24,31,False
2019-03-03,32,False
2019-03-10,31,False
2019-03-17,38,False
2019-03-24,70,False
2019-03-31,39,False
2019-04-07,69,False
2019-04-14,67,False
2019-04-21,63,False
2019-04-28,43,False
2019-05-05,57,False
2019-05-12,14,False
2019-05-19,44,False
2019-05-26,57,False
2019-06-02,30,False
2019-06-09,38,False
2019-06-16,37,False
2019-06-23,54,False
2019-06-30,69,False
2019-07-07,52,False
2019-07-14,46,False
2019-07-21,60,False
2019-07-28,30,False
2019-08-04,46,False
2019-08-11,22,False
2019-08-18,22,False
2019-08-25,63,False
2019-09-01,41,False
2019-09-08,15,False
2019-09-15,38,False
2019-09-22,29,False
2019-09-29,21,False
2019-10-06,7,False
2019-10-13,29,False
2019-10-20,14,False
2019-10-27,21,False
2019-11-03,7,False
2019-11-10,28,False
2019-11-17,7,False
2019-11-24,28,False
2019-12-01,29,False
2019-12-08,29,False
2019-12-15,7,False
2019-12-22,0,False
2019-12-29,7,False
2020-01-05,13,False
2020-01-12,6,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,13,False
2020-02-09,28,False
2020-02-16,20,False
2020-02-23,6,False
2020-03-01,51,False
2020-03-08,17,False
2020-03-15,54,False
2020-03-22,31,False
2020-03-29,47,False
2020-04-05,53,False
2020-04-12,94,False
2020-04-19,59,False
2020-04-26,71,False
2020-05-03,45,False
2020-05-10,67,False
2020-05-17,60,False
2020-05-24,61,False
2020-05-31,59,False
2020-06-07,55,False
2020-06-14,56,False
2020-06-21,47,False
2020-06-28,66,False
2020-07-05,89,False
