date,notarios,isPartial
2018-01-07,31,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,45,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,89,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,60,False
2018-03-25,0,False
2018-04-01,34,False
2018-04-08,29,False
2018-04-15,31,False
2018-04-22,30,False
2018-04-29,30,False
2018-05-06,30,False
2018-05-13,0,False
2018-05-20,30,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,87,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,70,False
2018-07-29,0,False
2018-08-05,100,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,30,False
2018-09-23,30,False
2018-09-30,59,False
2018-10-07,30,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,43,False
2018-11-25,30,False
2018-12-02,32,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,57,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,29,False
2019-04-14,62,False
2019-04-21,61,False
2019-04-28,0,False
2019-05-05,43,False
2019-05-12,56,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,44,False
2019-06-23,31,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,33,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,33,False
2019-08-18,31,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,28,False
2019-09-15,0,False
2019-09-22,54,False
2019-09-29,27,False
2019-10-06,27,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,25,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,50,False
2019-12-15,25,False
2019-12-22,28,False
2019-12-29,42,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,24,False
2020-02-09,0,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,22,False
2020-03-08,22,False
2020-03-15,41,False
2020-03-22,38,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,35,True
