date,notarios,isPartial
2018-01-07,24,False
2018-01-14,48,False
2018-01-21,0,False
2018-01-28,47,False
2018-02-04,58,False
2018-02-11,36,False
2018-02-18,24,False
2018-02-25,93,False
2018-03-04,23,False
2018-03-11,71,False
2018-03-18,47,False
2018-03-25,24,False
2018-04-01,49,False
2018-04-08,23,False
2018-04-15,48,False
2018-04-22,48,False
2018-04-29,34,False
2018-05-06,47,False
2018-05-13,71,False
2018-05-20,23,False
2018-05-27,69,False
2018-06-03,35,False
2018-06-10,45,False
2018-06-17,50,False
2018-06-24,63,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,50,False
2018-07-22,0,False
2018-07-29,100,False
2018-08-05,57,False
2018-08-12,34,False
2018-08-19,44,False
2018-08-26,22,False
2018-09-02,46,False
2018-09-09,0,False
2018-09-16,50,False
2018-09-23,24,False
2018-09-30,37,False
2018-10-07,0,False
2018-10-14,59,False
2018-10-21,36,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,23,False
2018-11-18,22,False
2018-11-25,71,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,23,False
2018-12-23,62,False
2018-12-30,48,False
2019-01-06,23,False
2019-01-13,45,False
2019-01-20,32,False
2019-01-27,33,False
2019-02-03,47,False
2019-02-10,58,False
2019-02-17,46,False
2019-02-24,44,False
2019-03-03,91,False
2019-03-10,90,False
2019-03-17,0,False
2019-03-24,69,False
2019-03-31,65,False
2019-04-07,68,False
2019-04-14,21,False
2019-04-21,54,False
2019-04-28,0,False
2019-05-05,33,False
2019-05-12,44,False
2019-05-19,22,False
2019-05-26,22,False
2019-06-02,22,False
2019-06-09,89,False
2019-06-16,57,False
2019-06-23,35,False
2019-06-30,23,False
2019-07-07,34,False
2019-07-14,47,False
2019-07-21,34,False
2019-07-28,23,False
2019-08-04,62,False
2019-08-11,31,False
2019-08-18,20,False
2019-08-25,51,False
2019-09-01,42,False
2019-09-08,64,False
2019-09-15,61,False
2019-09-22,42,False
2019-09-29,52,False
2019-10-06,51,False
2019-10-13,30,False
2019-10-20,60,False
2019-10-27,39,False
2019-11-03,20,False
2019-11-10,58,False
2019-11-17,20,False
2019-11-24,57,False
2019-12-01,60,False
2019-12-08,41,False
2019-12-15,40,False
2019-12-22,30,False
2019-12-29,81,False
2020-01-05,40,False
2020-01-12,46,False
2020-01-19,38,False
2020-01-26,47,False
2020-02-02,19,False
2020-02-09,38,False
2020-02-16,39,False
2020-02-23,19,False
2020-03-01,18,False
2020-03-08,35,False
2020-03-15,25,False
2020-03-22,25,False
2020-03-29,0,False
2020-04-05,51,False
2020-04-12,28,True
