date,Sonnensegel,isPartial
2018-01-07,14,False
2018-01-14,13,False
2018-01-21,21,False
2018-01-28,8,False
2018-02-04,17,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,24,False
2018-03-11,22,False
2018-03-18,20,False
2018-03-25,35,False
2018-04-01,22,False
2018-04-08,57,False
2018-04-15,89,False
2018-04-22,59,False
2018-04-29,49,False
2018-05-06,61,False
2018-05-13,49,False
2018-05-20,66,False
2018-05-27,45,False
2018-06-03,68,False
2018-06-10,70,False
2018-06-17,39,False
2018-06-24,20,False
2018-07-01,38,False
2018-07-08,29,False
2018-07-15,56,False
2018-07-22,56,False
2018-07-29,76,False
2018-08-05,51,False
2018-08-12,32,False
2018-08-19,24,False
2018-08-26,22,False
2018-09-02,17,False
2018-09-09,0,False
2018-09-16,13,False
2018-09-23,9,False
2018-09-30,7,False
2018-10-07,24,False
2018-10-14,9,False
2018-10-21,9,False
2018-10-28,9,False
2018-11-04,19,False
2018-11-11,0,False
2018-11-18,8,False
2018-11-25,8,False
2018-12-02,8,False
2018-12-09,0,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,14,False
2019-01-06,8,False
2019-01-13,17,False
2019-01-20,12,False
2019-01-27,17,False
2019-02-03,17,False
2019-02-10,20,False
2019-02-17,8,False
2019-02-24,16,False
2019-03-03,16,False
2019-03-10,24,False
2019-03-17,25,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,35,False
2019-04-14,62,False
2019-04-21,47,False
2019-04-28,36,False
2019-05-05,27,False
2019-05-12,19,False
2019-05-19,65,False
2019-05-26,20,False
2019-06-02,72,False
2019-06-09,57,False
2019-06-16,67,False
2019-06-23,93,False
2019-06-30,57,False
2019-07-07,33,False
2019-07-14,26,False
2019-07-21,48,False
2019-07-28,28,False
2019-08-04,31,False
2019-08-11,19,False
2019-08-18,21,False
2019-08-25,26,False
2019-09-01,13,False
2019-09-08,16,False
2019-09-15,8,False
2019-09-22,8,False
2019-09-29,7,False
2019-10-06,16,False
2019-10-13,16,False
2019-10-20,16,False
2019-10-27,8,False
2019-11-03,7,False
2019-11-10,12,False
2019-11-17,8,False
2019-11-24,8,False
2019-12-01,0,False
2019-12-08,8,False
2019-12-15,8,False
2019-12-22,10,False
2019-12-29,8,False
2020-01-05,11,False
2020-01-12,7,False
2020-01-19,20,False
2020-01-26,15,False
2020-02-02,8,False
2020-02-09,20,False
2020-02-16,23,False
2020-02-23,14,False
2020-03-01,21,False
2020-03-08,22,False
2020-03-15,14,False
2020-03-22,22,False
2020-03-29,26,False
2020-04-05,100,False
2020-04-12,67,False
2020-04-19,61,False
2020-04-26,47,False
2020-05-03,54,False
2020-05-10,45,False
