date,Sonnensegel,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,15,False
2018-02-25,15,False
2018-03-04,16,False
2018-03-11,16,False
2018-03-18,25,False
2018-03-25,32,False
2018-04-01,50,False
2018-04-08,26,False
2018-04-15,65,False
2018-04-22,26,False
2018-04-29,17,False
2018-05-06,83,False
2018-05-13,38,False
2018-05-20,46,False
2018-05-27,83,False
2018-06-03,26,False
2018-06-10,35,False
2018-06-17,46,False
2018-06-24,43,False
2018-07-01,37,False
2018-07-08,27,False
2018-07-15,53,False
2018-07-22,100,False
2018-07-29,46,False
2018-08-05,50,False
2018-08-12,24,False
2018-08-19,16,False
2018-08-26,16,False
2018-09-02,16,False
2018-09-09,16,False
2018-09-16,32,False
2018-09-23,16,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,16,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,15,False
2018-11-25,0,False
2018-12-02,15,False
2018-12-09,16,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,15,False
2019-01-13,0,False
2019-01-20,15,False
2019-01-27,0,False
2019-02-03,15,False
2019-02-10,15,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,23,False
2019-03-10,23,False
2019-03-17,26,False
2019-03-24,16,False
2019-03-31,67,False
2019-04-07,36,False
2019-04-14,39,False
2019-04-21,67,False
2019-04-28,62,False
2019-05-05,55,False
2019-05-12,32,False
2019-05-19,41,False
2019-05-26,22,False
2019-06-02,40,False
2019-06-09,84,False
2019-06-16,62,False
2019-06-23,86,False
2019-06-30,57,False
2019-07-07,24,False
2019-07-14,49,False
2019-07-21,47,False
2019-07-28,31,False
2019-08-04,17,False
2019-08-11,16,False
2019-08-18,17,False
2019-08-25,40,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,17,False
2019-09-22,0,False
2019-09-29,15,False
2019-10-06,17,False
2019-10-13,16,False
2019-10-20,14,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,23,False
2019-12-29,0,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,14,False
2020-01-26,14,False
2020-02-02,15,False
2020-02-09,14,False
2020-02-16,19,False
2020-02-23,13,False
2020-03-01,13,False
2020-03-08,26,False
2020-03-15,25,False
2020-03-22,28,False
2020-03-29,23,False
2020-04-05,79,False
2020-04-12,36,False
2020-04-19,63,False
2020-04-26,39,False
2020-05-03,50,False
2020-05-10,29,False
