date,Sonnensegel,isPartial
2018-01-07,7,False
2018-01-14,5,False
2018-01-21,5,False
2018-01-28,5,False
2018-02-04,5,False
2018-02-11,10,False
2018-02-18,8,False
2018-02-25,7,False
2018-03-04,10,False
2018-03-11,25,False
2018-03-18,10,False
2018-03-25,26,False
2018-04-01,32,False
2018-04-08,39,False
2018-04-15,73,False
2018-04-22,47,False
2018-04-29,44,False
2018-05-06,65,False
2018-05-13,22,False
2018-05-20,40,False
2018-05-27,50,False
2018-06-03,59,False
2018-06-10,21,False
2018-06-17,39,False
2018-06-24,18,False
2018-07-01,53,False
2018-07-08,33,False
2018-07-15,55,False
2018-07-22,58,False
2018-07-29,49,False
2018-08-05,55,False
2018-08-12,20,False
2018-08-19,18,False
2018-08-26,5,False
2018-09-02,5,False
2018-09-09,14,False
2018-09-16,15,False
2018-09-23,9,False
2018-09-30,11,False
2018-10-07,8,False
2018-10-14,15,False
2018-10-21,5,False
2018-10-28,7,False
2018-11-04,7,False
2018-11-11,0,False
2018-11-18,5,False
2018-11-25,5,False
2018-12-02,10,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,11,False
2018-12-30,10,False
2019-01-06,8,False
2019-01-13,9,False
2019-01-20,5,False
2019-01-27,5,False
2019-02-03,9,False
2019-02-10,10,False
2019-02-17,13,False
2019-02-24,14,False
2019-03-03,12,False
2019-03-10,9,False
2019-03-17,23,False
2019-03-24,28,False
2019-03-31,18,False
2019-04-07,11,False
2019-04-14,42,False
2019-04-21,39,False
2019-04-28,31,False
2019-05-05,36,False
2019-05-12,28,False
2019-05-19,19,False
2019-05-26,24,False
2019-06-02,80,False
2019-06-09,31,False
2019-06-16,46,False
2019-06-23,100,False
2019-06-30,82,False
2019-07-07,31,False
2019-07-14,20,False
2019-07-21,37,False
2019-07-28,21,False
2019-08-04,26,False
2019-08-11,11,False
2019-08-18,16,False
2019-08-25,21,False
2019-09-01,7,False
2019-09-08,19,False
2019-09-15,6,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,7,False
2019-10-13,5,False
2019-10-20,5,False
2019-10-27,4,False
2019-11-03,7,False
2019-11-10,4,False
2019-11-17,4,False
2019-11-24,0,False
2019-12-01,4,False
2019-12-08,4,False
2019-12-15,9,False
2019-12-22,7,False
2019-12-29,5,False
2020-01-05,11,False
2020-01-12,4,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,10,False
2020-02-09,16,False
2020-02-16,13,False
2020-02-23,14,False
2020-03-01,16,False
2020-03-08,13,False
2020-03-15,9,False
2020-03-22,19,False
2020-03-29,20,False
2020-04-05,96,False
2020-04-12,86,False
2020-04-19,52,False
2020-04-26,53,False
2020-05-03,39,False
2020-05-10,39,False
