date,Sonnensegel,isPartial
2018-01-07,5,False
2018-01-14,7,False
2018-01-21,14,False
2018-01-28,12,False
2018-02-04,9,False
2018-02-11,12,False
2018-02-18,10,False
2018-02-25,17,False
2018-03-04,35,False
2018-03-11,16,False
2018-03-18,32,False
2018-03-25,32,False
2018-04-01,58,False
2018-04-08,41,False
2018-04-15,64,False
2018-04-22,79,False
2018-04-29,91,False
2018-05-06,63,False
2018-05-13,33,False
2018-05-20,64,False
2018-05-27,51,False
2018-06-03,51,False
2018-06-10,51,False
2018-06-17,47,False
2018-06-24,23,False
2018-07-01,36,False
2018-07-08,33,False
2018-07-15,57,False
2018-07-22,57,False
2018-07-29,62,False
2018-08-05,43,False
2018-08-12,43,False
2018-08-19,41,False
2018-08-26,22,False
2018-09-02,13,False
2018-09-09,13,False
2018-09-16,13,False
2018-09-23,11,False
2018-09-30,14,False
2018-10-07,9,False
2018-10-14,9,False
2018-10-21,6,False
2018-10-28,6,False
2018-11-04,9,False
2018-11-11,7,False
2018-11-18,5,False
2018-11-25,5,False
2018-12-02,0,False
2018-12-09,4,False
2018-12-16,0,False
2018-12-23,8,False
2018-12-30,5,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,13,False
2019-01-27,8,False
2019-02-03,10,False
2019-02-10,10,False
2019-02-17,38,False
2019-02-24,28,False
2019-03-03,23,False
2019-03-10,26,False
2019-03-17,22,False
2019-03-24,29,False
2019-03-31,60,False
2019-04-07,42,False
2019-04-14,60,False
2019-04-21,66,False
2019-04-28,31,False
2019-05-05,30,False
2019-05-12,51,False
2019-05-19,46,False
2019-05-26,39,False
2019-06-02,100,False
2019-06-09,82,False
2019-06-16,79,False
2019-06-23,84,False
2019-06-30,89,False
2019-07-07,41,False
2019-07-14,35,False
2019-07-21,62,False
2019-07-28,29,False
2019-08-04,32,False
2019-08-11,34,False
2019-08-18,26,False
2019-08-25,12,False
2019-09-01,12,False
2019-09-08,9,False
2019-09-15,15,False
2019-09-22,5,False
2019-09-29,10,False
2019-10-06,8,False
2019-10-13,3,False
2019-10-20,8,False
2019-10-27,5,False
2019-11-03,13,False
2019-11-10,3,False
2019-11-17,8,False
2019-11-24,8,False
2019-12-01,3,False
2019-12-08,0,False
2019-12-15,3,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,9,False
2020-01-12,13,False
2020-01-19,6,False
2020-01-26,6,False
2020-02-02,9,False
2020-02-09,15,False
2020-02-16,12,False
2020-02-23,20,False
2020-03-01,14,False
2020-03-08,22,False
2020-03-15,21,False
2020-03-22,20,False
2020-03-29,22,False
2020-04-05,71,False
2020-04-12,78,False
2020-04-19,56,False
2020-04-26,57,False
2020-05-03,60,False
2020-05-10,66,False
2020-05-17,89,False
2020-05-24,43,False
2020-05-31,45,False
2020-06-07,62,False
2020-06-14,50,False
2020-06-21,52,False
2020-06-28,87,False
2020-07-05,74,False
