date,Sonnensegel,isPartial
2018-01-07,14,False
2018-01-14,0,False
2018-01-21,6,False
2018-01-28,6,False
2018-02-04,6,False
2018-02-11,9,False
2018-02-18,12,False
2018-02-25,11,False
2018-03-04,12,False
2018-03-11,23,False
2018-03-18,9,False
2018-03-25,21,False
2018-04-01,47,False
2018-04-08,44,False
2018-04-15,63,False
2018-04-22,46,False
2018-04-29,39,False
2018-05-06,48,False
2018-05-13,56,False
2018-05-20,61,False
2018-05-27,48,False
2018-06-03,35,False
2018-06-10,25,False
2018-06-17,20,False
2018-06-24,23,False
2018-07-01,32,False
2018-07-08,29,False
2018-07-15,68,False
2018-07-22,45,False
2018-07-29,81,False
2018-08-05,53,False
2018-08-12,14,False
2018-08-19,22,False
2018-08-26,6,False
2018-09-02,17,False
2018-09-09,20,False
2018-09-16,17,False
2018-09-23,0,False
2018-09-30,17,False
2018-10-07,24,False
2018-10-14,6,False
2018-10-21,5,False
2018-10-28,5,False
2018-11-04,32,False
2018-11-11,6,False
2018-11-18,0,False
2018-11-25,11,False
2018-12-02,5,False
2018-12-09,6,False
2018-12-16,0,False
2018-12-23,13,False
2018-12-30,6,False
2019-01-06,5,False
2019-01-13,5,False
2019-01-20,8,False
2019-01-27,5,False
2019-02-03,11,False
2019-02-10,19,False
2019-02-17,17,False
2019-02-24,11,False
2019-03-03,13,False
2019-03-10,13,False
2019-03-17,19,False
2019-03-24,8,False
2019-03-31,20,False
2019-04-07,52,False
2019-04-14,44,False
2019-04-21,56,False
2019-04-28,32,False
2019-05-05,34,False
2019-05-12,24,False
2019-05-19,19,False
2019-05-26,41,False
2019-06-02,90,False
2019-06-09,57,False
2019-06-16,45,False
2019-06-23,100,False
2019-06-30,57,False
2019-07-07,22,False
2019-07-14,17,False
2019-07-21,70,False
2019-07-28,34,False
2019-08-04,34,False
2019-08-11,19,False
2019-08-18,30,False
2019-08-25,37,False
2019-09-01,18,False
2019-09-08,14,False
2019-09-15,5,False
2019-09-22,16,False
2019-09-29,0,False
2019-10-06,16,False
2019-10-13,0,False
2019-10-20,5,False
2019-10-27,5,False
2019-11-03,5,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,15,False
2019-12-08,5,False
2019-12-15,5,False
2019-12-22,6,False
2019-12-29,5,False
2020-01-05,0,False
2020-01-12,9,False
2020-01-19,14,False
2020-01-26,23,False
2020-02-02,14,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,5,False
2020-03-01,14,False
2020-03-08,9,False
2020-03-15,17,False
2020-03-22,21,False
2020-03-29,29,False
2020-04-05,49,False
2020-04-12,72,False
2020-04-19,42,False
2020-04-26,50,False
2020-05-03,28,False
2020-05-10,46,False
