date,Sonnensegel,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,18,False
2018-02-04,28,False
2018-02-11,52,False
2018-02-18,51,False
2018-02-25,17,False
2018-03-04,26,False
2018-03-11,25,False
2018-03-18,34,False
2018-03-25,18,False
2018-04-01,37,False
2018-04-08,46,False
2018-04-15,37,False
2018-04-22,62,False
2018-04-29,100,False
2018-05-06,46,False
2018-05-13,26,False
2018-05-20,54,False
2018-05-27,45,False
2018-06-03,43,False
2018-06-10,58,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,53,False
2018-07-08,43,False
2018-07-15,53,False
2018-07-22,80,False
2018-07-29,55,False
2018-08-05,61,False
2018-08-12,18,False
2018-08-19,43,False
2018-08-26,17,False
2018-09-02,17,False
2018-09-09,0,False
2018-09-16,34,False
2018-09-23,17,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,17,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,15,False
2019-01-27,16,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,32,False
2019-03-10,15,False
2019-03-17,24,False
2019-03-24,47,False
2019-03-31,80,False
2019-04-07,32,False
2019-04-14,61,False
2019-04-21,41,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,30,False
2019-05-19,45,False
2019-05-26,45,False
2019-06-02,55,False
2019-06-09,57,False
2019-06-16,88,False
2019-06-23,48,False
2019-06-30,64,False
2019-07-07,31,False
2019-07-14,49,False
2019-07-21,50,False
2019-07-28,48,False
2019-08-04,33,False
2019-08-11,0,False
2019-08-18,15,False
2019-08-25,15,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,0,False
2019-09-22,15,False
2019-09-29,14,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,15,False
2019-10-27,15,False
2019-11-03,14,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,13,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,13,False
2020-03-01,40,False
2020-03-08,13,False
2020-03-15,24,False
2020-03-22,34,False
2020-03-29,23,False
2020-04-05,63,False
2020-04-12,60,False
2020-04-19,41,False
2020-04-26,36,False
2020-05-03,48,False
2020-05-10,60,False
2020-05-17,71,False
2020-05-24,24,False
2020-05-31,12,False
2020-06-07,56,False
2020-06-14,42,False
2020-06-21,32,False
2020-06-28,52,False
2020-07-05,56,False
