date,Sonnensegel,isPartial
2018-01-07,13,False
2018-01-14,13,False
2018-01-21,13,False
2018-01-28,0,False
2018-02-04,14,False
2018-02-11,0,False
2018-02-18,27,False
2018-02-25,20,False
2018-03-04,14,False
2018-03-11,34,False
2018-03-18,21,False
2018-03-25,30,False
2018-04-01,51,False
2018-04-08,44,False
2018-04-15,45,False
2018-04-22,48,False
2018-04-29,45,False
2018-05-06,63,False
2018-05-13,53,False
2018-05-20,50,False
2018-05-27,57,False
2018-06-03,49,False
2018-06-10,19,False
2018-06-17,41,False
2018-06-24,28,False
2018-07-01,63,False
2018-07-08,44,False
2018-07-15,65,False
2018-07-22,44,False
2018-07-29,48,False
2018-08-05,55,False
2018-08-12,23,False
2018-08-19,14,False
2018-08-26,19,False
2018-09-02,0,False
2018-09-09,14,False
2018-09-16,14,False
2018-09-23,14,False
2018-09-30,22,False
2018-10-07,29,False
2018-10-14,14,False
2018-10-21,13,False
2018-10-28,0,False
2018-11-04,13,False
2018-11-11,0,False
2018-11-18,13,False
2018-11-25,0,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,0,False
2018-12-23,14,False
2018-12-30,13,False
2019-01-06,24,False
2019-01-13,12,False
2019-01-20,12,False
2019-01-27,12,False
2019-02-03,18,False
2019-02-10,13,False
2019-02-17,19,False
2019-02-24,19,False
2019-03-03,0,False
2019-03-10,16,False
2019-03-17,30,False
2019-03-24,21,False
2019-03-31,22,False
2019-04-07,38,False
2019-04-14,21,False
2019-04-21,49,False
2019-04-28,31,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,41,False
2019-05-26,56,False
2019-06-02,97,False
2019-06-09,72,False
2019-06-16,63,False
2019-06-23,100,False
2019-06-30,55,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,80,False
2019-07-28,32,False
2019-08-04,18,False
2019-08-11,38,False
2019-08-18,42,False
2019-08-25,17,False
2019-09-01,25,False
2019-09-08,21,False
2019-09-15,13,False
2019-09-22,24,False
2019-09-29,12,False
2019-10-06,13,False
2019-10-13,12,False
2019-10-20,12,False
2019-10-27,11,False
2019-11-03,11,False
2019-11-10,0,False
2019-11-17,11,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,11,False
2019-12-15,0,False
2019-12-22,12,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,11,False
2020-02-02,21,False
2020-02-09,0,False
2020-02-16,18,False
2020-02-23,11,False
2020-03-01,10,False
2020-03-08,20,False
2020-03-15,9,False
2020-03-22,31,False
2020-03-29,40,False
2020-04-05,64,False
2020-04-12,57,False
2020-04-19,49,False
2020-04-26,53,False
2020-05-03,52,False
2020-05-10,42,False
