date,Sonnensegel,isPartial
2018-01-07,13,False
2018-01-14,0,False
2018-01-21,13,False
2018-01-28,26,False
2018-02-04,25,False
2018-02-11,13,False
2018-02-18,13,False
2018-02-25,0,False
2018-03-04,38,False
2018-03-11,38,False
2018-03-18,19,False
2018-03-25,26,False
2018-04-01,20,False
2018-04-08,13,False
2018-04-15,100,False
2018-04-22,33,False
2018-04-29,53,False
2018-05-06,20,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,74,False
2018-06-03,38,False
2018-06-10,24,False
2018-06-17,19,False
2018-06-24,19,False
2018-07-01,37,False
2018-07-08,37,False
2018-07-15,26,False
2018-07-22,13,False
2018-07-29,48,False
2018-08-05,26,False
2018-08-12,21,False
2018-08-19,13,False
2018-08-26,13,False
2018-09-02,13,False
2018-09-09,0,False
2018-09-16,13,False
2018-09-23,13,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,39,False
2018-11-04,0,False
2018-11-11,12,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,15,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,11,False
2019-01-27,12,False
2019-02-03,11,False
2019-02-10,12,False
2019-02-17,12,False
2019-02-24,0,False
2019-03-03,12,False
2019-03-10,11,False
2019-03-17,18,False
2019-03-24,24,False
2019-03-31,37,False
2019-04-07,48,False
2019-04-14,19,False
2019-04-21,56,False
2019-04-28,18,False
2019-05-05,17,False
2019-05-12,23,False
2019-05-19,35,False
2019-05-26,18,False
2019-06-02,43,False
2019-06-09,31,False
2019-06-16,50,False
2019-06-23,56,False
2019-06-30,31,False
2019-07-07,24,False
2019-07-14,32,False
2019-07-21,40,False
2019-07-28,13,False
2019-08-04,27,False
2019-08-11,25,False
2019-08-18,18,False
2019-08-25,12,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,13,False
2019-09-22,0,False
2019-09-29,12,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,11,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,12,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,12,False
2019-12-22,0,False
2019-12-29,13,False
2020-01-05,0,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,11,False
2020-02-02,0,False
2020-02-09,11,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,21,False
2020-03-08,10,False
2020-03-15,33,False
2020-03-22,18,False
2020-03-29,13,False
2020-04-05,36,False
2020-04-12,29,False
2020-04-19,66,False
2020-04-26,38,False
2020-05-03,30,False
2020-05-10,29,False
2020-05-17,38,False
2020-05-24,29,False
2020-05-31,20,False
2020-06-07,52,False
2020-06-14,35,False
2020-06-21,21,False
2020-06-28,47,False
2020-07-05,27,False
