date,Sonnensegel,isPartial
2018-01-07,10,False
2018-01-14,10,False
2018-01-21,0,False
2018-01-28,11,False
2018-02-04,11,False
2018-02-11,10,False
2018-02-18,10,False
2018-02-25,10,False
2018-03-04,16,False
2018-03-11,10,False
2018-03-18,26,False
2018-03-25,23,False
2018-04-01,29,False
2018-04-08,63,False
2018-04-15,31,False
2018-04-22,100,False
2018-04-29,71,False
2018-05-06,44,False
2018-05-13,26,False
2018-05-20,55,False
2018-05-27,27,False
2018-06-03,42,False
2018-06-10,72,False
2018-06-17,41,False
2018-06-24,21,False
2018-07-01,39,False
2018-07-08,34,False
2018-07-15,35,False
2018-07-22,30,False
2018-07-29,61,False
2018-08-05,36,False
2018-08-12,31,False
2018-08-19,47,False
2018-08-26,17,False
2018-09-02,22,False
2018-09-09,38,False
2018-09-16,11,False
2018-09-23,11,False
2018-09-30,10,False
2018-10-07,20,False
2018-10-14,0,False
2018-10-21,10,False
2018-10-28,11,False
2018-11-04,20,False
2018-11-11,10,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,10,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,10,False
2019-02-03,21,False
2019-02-10,30,False
2019-02-17,26,False
2019-02-24,40,False
2019-03-03,25,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,41,False
2019-03-31,73,False
2019-04-07,25,False
2019-04-14,45,False
2019-04-21,95,False
2019-04-28,36,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,25,False
2019-05-26,41,False
2019-06-02,74,False
2019-06-09,72,False
2019-06-16,91,False
2019-06-23,80,False
2019-06-30,66,False
2019-07-07,28,False
2019-07-14,17,False
2019-07-21,97,False
2019-07-28,24,False
2019-08-04,37,False
2019-08-11,31,False
2019-08-18,23,False
2019-08-25,16,False
2019-09-01,20,False
2019-09-08,11,False
2019-09-15,15,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,9,False
2019-10-27,14,False
2019-11-03,9,False
2019-11-10,0,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,9,False
2019-12-08,0,False
2019-12-15,10,False
2019-12-22,12,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,9,False
2020-01-19,9,False
2020-01-26,9,False
2020-02-02,14,False
2020-02-09,19,False
2020-02-16,0,False
2020-02-23,8,False
2020-03-01,0,False
2020-03-08,8,False
2020-03-15,9,False
2020-03-22,23,False
2020-03-29,19,False
2020-04-05,93,False
2020-04-12,40,False
2020-04-19,24,False
2020-04-26,58,False
2020-05-03,47,False
2020-05-10,41,False
2020-05-17,73,False
2020-05-24,50,False
2020-05-31,46,False
2020-06-07,28,False
2020-06-14,27,False
2020-06-21,41,False
2020-06-28,55,False
2020-07-05,57,False
