date,bomboniere comunione,isPartial
2018-01-07,18,False
2018-01-14,25,False
2018-01-21,56,False
2018-01-28,47,False
2018-02-04,30,False
2018-02-11,68,False
2018-02-18,75,False
2018-02-25,43,False
2018-03-04,25,False
2018-03-11,75,False
2018-03-18,71,False
2018-03-25,20,False
2018-04-01,35,False
2018-04-08,40,False
2018-04-15,27,False
2018-04-22,14,False
2018-04-29,20,False
2018-05-06,13,False
2018-05-13,13,False
2018-05-20,0,False
2018-05-27,13,False
2018-06-03,0,False
2018-06-10,13,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,13,False
2018-07-15,13,False
2018-07-22,13,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,15,False
2018-08-19,13,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,13,False
2018-09-16,0,False
2018-09-23,13,False
2018-09-30,13,False
2018-10-07,13,False
2018-10-14,41,False
2018-10-21,13,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,13,False
2018-11-18,13,False
2018-11-25,0,False
2018-12-02,14,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,16,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,38,False
2019-01-20,54,False
2019-01-27,71,False
2019-02-03,36,False
2019-02-10,30,False
2019-02-17,55,False
2019-02-24,12,False
2019-03-03,25,False
2019-03-10,100,False
2019-03-17,45,False
2019-03-24,52,False
2019-03-31,49,False
2019-04-07,43,False
2019-04-14,51,False
2019-04-21,19,False
2019-04-28,0,False
2019-05-05,12,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,37,False
2019-09-15,0,False
2019-09-22,12,False
2019-09-29,30,False
2019-10-06,24,False
2019-10-13,12,False
2019-10-20,18,False
2019-10-27,12,False
2019-11-03,23,False
2019-11-10,11,False
2019-11-17,23,False
2019-11-24,11,False
2019-12-01,24,False
2019-12-08,12,False
2019-12-15,0,False
2019-12-22,14,False
2019-12-29,19,False
2020-01-05,17,False
2020-01-12,43,False
2020-01-19,33,False
2020-01-26,27,False
2020-02-02,33,False
2020-02-09,33,False
2020-02-16,11,False
2020-02-23,37,False
2020-03-01,36,False
2020-03-08,10,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,9,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,10,False
2020-04-26,0,True
