date,bomboniere comunione,isPartial
2018-01-07,43,False
2018-01-14,70,False
2018-01-21,64,False
2018-01-28,81,False
2018-02-04,100,False
2018-02-11,60,False
2018-02-18,77,False
2018-02-25,45,False
2018-03-04,57,False
2018-03-11,69,False
2018-03-18,52,False
2018-03-25,43,False
2018-04-01,38,False
2018-04-08,23,False
2018-04-15,23,False
2018-04-22,12,False
2018-04-29,41,False
2018-05-06,18,False
2018-05-13,12,False
2018-05-20,12,False
2018-05-27,12,False
2018-06-03,12,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,11,False
2018-07-01,23,False
2018-07-08,11,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,11,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,11,False
2018-09-09,11,False
2018-09-16,11,False
2018-09-23,0,False
2018-09-30,17,False
2018-10-07,0,False
2018-10-14,11,False
2018-10-21,17,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,12,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,13,False
2018-12-23,13,False
2018-12-30,23,False
2019-01-06,45,False
2019-01-13,56,False
2019-01-20,74,False
2019-01-27,38,False
2019-02-03,37,False
2019-02-10,43,False
2019-02-17,65,False
2019-02-24,38,False
2019-03-03,34,False
2019-03-10,60,False
2019-03-17,39,False
2019-03-24,33,False
2019-03-31,97,False
2019-04-07,39,False
2019-04-14,46,False
2019-04-21,24,False
2019-04-28,39,False
2019-05-05,22,False
2019-05-12,43,False
2019-05-19,33,False
2019-05-26,26,False
2019-06-02,11,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,11,False
2019-06-30,12,False
2019-07-07,11,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,11,False
2019-08-04,11,False
2019-08-11,0,False
2019-08-18,10,False
2019-08-25,10,False
2019-09-01,10,False
2019-09-08,0,False
2019-09-15,16,False
2019-09-22,21,False
2019-09-29,16,False
2019-10-06,21,False
2019-10-13,11,False
2019-10-20,10,False
2019-10-27,11,False
2019-11-03,21,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,12,False
2019-12-29,12,False
2020-01-05,48,False
2020-01-12,72,False
2020-01-19,62,False
2020-01-26,57,False
2020-02-02,40,False
2020-02-09,68,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,68,False
2020-03-08,0,False
2020-03-15,9,False
2020-03-22,8,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
