date,bomboniere comunione,isPartial
2018-01-07,38,False
2018-01-14,45,False
2018-01-21,65,False
2018-01-28,58,False
2018-02-04,47,False
2018-02-11,49,False
2018-02-18,68,False
2018-02-25,60,False
2018-03-04,61,False
2018-03-11,72,False
2018-03-18,63,False
2018-03-25,45,False
2018-04-01,49,False
2018-04-08,27,False
2018-04-15,36,False
2018-04-22,29,False
2018-04-29,29,False
2018-05-06,25,False
2018-05-13,7,False
2018-05-20,10,False
2018-05-27,5,False
2018-06-03,0,False
2018-06-10,5,False
2018-06-17,5,False
2018-06-24,5,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,5,False
2018-07-22,8,False
2018-07-29,6,False
2018-08-05,12,False
2018-08-12,7,False
2018-08-19,10,False
2018-08-26,11,False
2018-09-02,12,False
2018-09-09,10,False
2018-09-16,14,False
2018-09-23,12,False
2018-09-30,17,False
2018-10-07,17,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,10,False
2018-11-04,7,False
2018-11-11,17,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,7,False
2018-12-09,10,False
2018-12-16,7,False
2018-12-23,12,False
2018-12-30,34,False
2019-01-06,25,False
2019-01-13,45,False
2019-01-20,33,False
2019-01-27,21,False
2019-02-03,38,False
2019-02-10,59,False
2019-02-17,41,False
2019-02-24,49,False
2019-03-03,22,False
2019-03-10,100,False
2019-03-17,47,False
2019-03-24,73,False
2019-03-31,48,False
2019-04-07,51,False
2019-04-14,36,False
2019-04-21,25,False
2019-04-28,20,False
2019-05-05,22,False
2019-05-12,17,False
2019-05-19,19,False
2019-05-26,14,False
2019-06-02,0,False
2019-06-09,5,False
2019-06-16,5,False
2019-06-23,5,False
2019-06-30,0,False
2019-07-07,5,False
2019-07-14,5,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,7,False
2019-08-18,0,False
2019-08-25,11,False
2019-09-01,5,False
2019-09-08,10,False
2019-09-15,7,False
2019-09-22,23,False
2019-09-29,25,False
2019-10-06,12,False
2019-10-13,19,False
2019-10-20,11,False
2019-10-27,5,False
2019-11-03,11,False
2019-11-10,4,False
2019-11-17,9,False
2019-11-24,4,False
2019-12-01,5,False
2019-12-08,5,False
2019-12-15,7,False
2019-12-22,11,False
2019-12-29,16,False
2020-01-05,27,False
2020-01-12,51,False
2020-01-19,53,False
2020-01-26,48,False
2020-02-02,42,False
2020-02-09,52,False
2020-02-16,38,False
2020-02-23,20,False
2020-03-01,14,False
2020-03-08,8,False
2020-03-15,4,False
2020-03-22,4,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,4,False
2020-04-26,13,True
