date,bomboniere comunione,isPartial
2018-01-07,21,False
2018-01-14,14,False
2018-01-21,35,False
2018-01-28,14,False
2018-02-04,40,False
2018-02-11,33,False
2018-02-18,13,False
2018-02-25,33,False
2018-03-04,74,False
2018-03-11,76,False
2018-03-18,34,False
2018-03-25,29,False
2018-04-01,38,False
2018-04-08,28,False
2018-04-15,35,False
2018-04-22,22,False
2018-04-29,30,False
2018-05-06,28,False
2018-05-13,0,False
2018-05-20,14,False
2018-05-27,15,False
2018-06-03,15,False
2018-06-10,20,False
2018-06-17,14,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,13,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,12,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,28,False
2018-09-09,0,False
2018-09-16,15,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,22,False
2018-10-21,14,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,29,False
2019-01-20,27,False
2019-01-27,42,False
2019-02-03,28,False
2019-02-10,28,False
2019-02-17,100,False
2019-02-24,28,False
2019-03-03,22,False
2019-03-10,64,False
2019-03-17,29,False
2019-03-24,29,False
2019-03-31,58,False
2019-04-07,51,False
2019-04-14,31,False
2019-04-21,45,False
2019-04-28,22,False
2019-05-05,43,False
2019-05-12,64,False
2019-05-19,14,False
2019-05-26,20,False
2019-06-02,15,False
2019-06-09,15,False
2019-06-16,0,False
2019-06-23,14,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,28,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,12,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,14,False
2019-10-06,29,False
2019-10-13,15,False
2019-10-20,0,False
2019-10-27,15,False
2019-11-03,14,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,15,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,42,False
2020-01-12,13,False
2020-01-19,34,False
2020-01-26,52,False
2020-02-02,52,False
2020-02-09,27,False
2020-02-16,20,False
2020-02-23,37,False
2020-03-01,50,False
2020-03-08,11,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,12,False
2020-04-19,0,False
2020-04-26,0,True
