date,bomboniere comunione,isPartial
2018-01-07,22,False
2018-01-14,22,False
2018-01-21,81,False
2018-01-28,34,False
2018-02-04,68,False
2018-02-11,23,False
2018-02-18,33,False
2018-02-25,42,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,100,False
2018-03-25,48,False
2018-04-01,48,False
2018-04-08,35,False
2018-04-15,24,False
2018-04-22,25,False
2018-04-29,34,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,23,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,20,False
2018-08-19,22,False
2018-08-26,22,False
2018-09-02,69,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,24,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,24,False
2019-01-20,45,False
2019-01-27,70,False
2019-02-03,0,False
2019-02-10,47,False
2019-02-17,47,False
2019-02-24,60,False
2019-03-03,50,False
2019-03-10,87,False
2019-03-17,51,False
2019-03-24,0,False
2019-03-31,50,False
2019-04-07,25,False
2019-04-14,27,False
2019-04-21,26,False
2019-04-28,24,False
2019-05-05,25,False
2019-05-12,47,False
2019-05-19,48,False
2019-05-26,45,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,23,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,20,False
2019-08-25,20,False
2019-09-01,21,False
2019-09-08,23,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,0,False
2019-10-06,22,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,42,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,22,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,20,False
2020-01-26,39,False
2020-02-02,19,False
2020-02-09,40,False
2020-02-16,20,False
2020-02-23,38,False
2020-03-01,28,False
2020-03-08,17,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
