date,Badezimmer,isPartial
2018-01-07,35,False
2018-01-14,48,False
2018-01-21,24,False
2018-01-28,48,False
2018-02-04,47,False
2018-02-11,37,False
2018-02-18,22,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,49,False
2018-04-22,23,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,46,False
2018-05-27,47,False
2018-06-03,22,False
2018-06-10,42,False
2018-06-17,22,False
2018-06-24,65,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,22,False
2018-07-22,33,False
2018-07-29,34,False
2018-08-05,21,False
2018-08-12,22,False
2018-08-19,21,False
2018-08-26,43,False
2018-09-02,0,False
2018-09-09,21,False
2018-09-16,43,False
2018-09-23,54,False
2018-09-30,43,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,22,False
2018-11-04,42,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,21,False
2018-12-16,44,False
2018-12-23,0,False
2018-12-30,20,False
2019-01-06,29,False
2019-01-13,0,False
2019-01-20,39,False
2019-01-27,39,False
2019-02-03,100,False
2019-02-10,85,False
2019-02-17,49,False
2019-02-24,59,False
2019-03-03,30,False
2019-03-10,20,False
2019-03-17,40,False
2019-03-24,30,False
2019-03-31,20,False
2019-04-07,19,False
2019-04-14,0,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,73,False
2019-05-12,0,False
2019-05-19,19,False
2019-05-26,18,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,19,False
2019-07-07,57,False
2019-07-14,20,False
2019-07-21,40,False
2019-07-28,19,False
2019-08-04,20,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,72,False
2019-09-01,18,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,37,False
2019-09-29,27,False
2019-10-06,74,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,27,False
2019-11-03,34,False
2019-11-10,34,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,27,False
2019-12-22,18,False
2019-12-29,26,False
2020-01-05,33,False
2020-01-12,24,False
2020-01-19,25,False
2020-01-26,81,False
2020-02-02,25,False
2020-02-09,53,False
2020-02-16,25,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,45,False
2020-03-15,14,False
2020-03-22,19,False
2020-03-29,13,False
2020-04-05,30,False
2020-04-12,28,False
2020-04-19,0,False
2020-04-26,34,False
2020-05-03,57,False
2020-05-10,0,False
2020-05-17,38,False
2020-05-24,28,False
2020-05-31,14,False
2020-06-07,21,False
2020-06-14,14,False
2020-06-21,15,False
2020-06-28,46,False
2020-07-05,0,False
