date,Nutritioniste,isPartial
2018-01-07,55,False
2018-01-14,55,False
2018-01-21,54,False
2018-01-28,0,False
2018-02-04,54,False
2018-02-11,56,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,57,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,54,False
2018-05-20,0,False
2018-05-27,54,False
2018-06-03,55,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,53,False
2018-07-08,53,False
2018-07-15,53,False
2018-07-22,52,False
2018-07-29,51,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,52,False
2018-08-26,0,False
2018-09-02,55,False
2018-09-09,0,False
2018-09-16,56,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,56,False
2018-10-14,56,False
2018-10-21,59,False
2018-10-28,56,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,56,False
2018-12-02,58,False
2018-12-09,0,False
2018-12-16,60,False
2018-12-23,0,False
2018-12-30,62,False
2019-01-06,0,False
2019-01-13,57,False
2019-01-20,55,False
2019-01-27,54,False
2019-02-03,57,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,59,False
2019-03-03,0,False
2019-03-10,58,False
2019-03-17,59,False
2019-03-24,0,False
2019-03-31,57,False
2019-04-07,56,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,57,False
2019-05-05,0,False
2019-05-12,54,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,52,False
2019-06-16,0,False
2019-06-23,54,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,48,False
2019-08-04,47,False
2019-08-11,0,False
2019-08-18,44,False
2019-08-25,43,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,49,False
2019-10-27,50,False
2019-11-03,0,False
2019-11-10,100,False
2019-11-17,49,False
2019-11-24,49,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,49,False
2020-01-12,0,False
2020-01-19,47,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,50,False
2020-02-16,48,False
2020-02-23,46,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,39,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,100,True
