date,pintar casa,isPartial
2018-01-07,62,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,62,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,0,False
2018-02-25,30,False
2018-03-04,30,False
2018-03-11,31,False
2018-03-18,31,False
2018-03-25,0,False
2018-04-01,47,False
2018-04-08,0,False
2018-04-15,63,False
2018-04-22,32,False
2018-04-29,90,False
2018-05-06,31,False
2018-05-13,61,False
2018-05-20,46,False
2018-05-27,45,False
2018-06-03,60,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,0,False
2018-07-01,97,False
2018-07-08,63,False
2018-07-15,33,False
2018-07-22,67,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,29,False
2018-08-19,29,False
2018-08-26,29,False
2018-09-02,30,False
2018-09-09,33,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,64,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,31,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,29,False
2018-11-25,46,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,61,False
2019-02-17,59,False
2019-02-24,29,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,29,False
2019-03-24,30,False
2019-03-31,57,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,58,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,28,False
2019-06-09,29,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,29,False
2019-07-14,31,False
2019-07-21,29,False
2019-07-28,30,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,53,False
2019-09-01,56,False
2019-09-08,42,False
2019-09-15,53,False
2019-09-22,27,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,25,False
2019-11-10,51,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,26,False
2019-12-08,27,False
2019-12-15,26,False
2019-12-22,26,False
2019-12-29,26,False
2020-01-05,26,False
2020-01-12,0,False
2020-01-19,49,False
2020-01-26,24,False
2020-02-02,25,False
2020-02-09,100,False
2020-02-16,25,False
2020-02-23,49,False
2020-03-01,23,False
2020-03-08,23,False
2020-03-15,66,False
2020-03-22,43,False
2020-03-29,32,False
2020-04-05,33,False
2020-04-12,21,False
2020-04-19,43,False
2020-04-26,0,False
2020-05-03,42,False
2020-05-10,21,False
2020-05-17,37,True
