date,Klimaanlage,isPartial
2018-01-07,3,False
2018-01-14,6,False
2018-01-21,3,False
2018-01-28,2,False
2018-02-04,2,False
2018-02-11,2,False
2018-02-18,2,False
2018-02-25,2,False
2018-03-04,2,False
2018-03-11,3,False
2018-03-18,2,False
2018-03-25,3,False
2018-04-01,3,False
2018-04-08,5,False
2018-04-15,10,False
2018-04-22,7,False
2018-04-29,7,False
2018-05-06,13,False
2018-05-13,10,False
2018-05-20,10,False
2018-05-27,36,False
2018-06-03,22,False
2018-06-10,12,False
2018-06-17,7,False
2018-06-24,10,False
2018-07-01,10,False
2018-07-08,8,False
2018-07-15,18,False
2018-07-22,100,False
2018-07-29,76,False
2018-08-05,31,False
2018-08-12,7,False
2018-08-19,9,False
2018-08-26,6,False
2018-09-02,4,False
2018-09-09,6,False
2018-09-16,4,False
2018-09-23,3,False
2018-09-30,2,False
2018-10-07,3,False
2018-10-14,5,False
2018-10-21,2,False
2018-10-28,3,False
2018-11-04,4,False
2018-11-11,3,False
2018-11-18,4,False
2018-11-25,3,False
2018-12-02,3,False
2018-12-09,3,False
2018-12-16,2,False
2018-12-23,2,False
2018-12-30,3,False
2019-01-06,4,False
2019-01-13,2,False
2019-01-20,3,False
2019-01-27,5,False
2019-02-03,3,False
2019-02-10,5,False
2019-02-17,3,False
2019-02-24,4,False
2019-03-03,2,False
2019-03-10,2,False
2019-03-17,3,False
2019-03-24,4,False
2019-03-31,5,False
2019-04-07,4,False
2019-04-14,7,False
2019-04-21,9,False
2019-04-28,4,False
2019-05-05,7,False
2019-05-12,8,False
2019-05-19,8,False
2019-05-26,8,False
2019-06-02,34,False
2019-06-09,15,False
2019-06-16,31,False
2019-06-23,53,False
2019-06-30,21,False
2019-07-07,8,False
2019-07-14,13,False
2019-07-21,44,False
2019-07-28,19,False
2019-08-04,6,False
2019-08-11,6,False
2019-08-18,5,False
2019-08-25,24,False
2019-09-01,3,False
2019-09-08,7,False
2019-09-15,3,False
2019-09-22,2,False
2019-09-29,3,False
2019-10-06,3,False
2019-10-13,3,False
2019-10-20,2,False
2019-10-27,4,False
2019-11-03,4,False
2019-11-10,3,False
2019-11-17,4,False
2019-11-24,2,False
2019-12-01,4,False
2019-12-08,2,False
2019-12-15,2,False
2019-12-22,6,False
2019-12-29,4,False
2020-01-05,2,False
2020-01-12,4,False
2020-01-19,4,False
2020-01-26,3,False
2020-02-02,3,False
2020-02-09,5,False
2020-02-16,2,False
2020-02-23,2,False
2020-03-01,4,False
2020-03-08,5,False
2020-03-15,4,False
2020-03-22,2,False
2020-03-29,2,False
2020-04-05,7,False
2020-04-12,8,False
2020-04-19,7,False
2020-04-26,6,False
2020-05-03,8,False
2020-05-10,10,False
2020-05-17,6,True
