date,Klimaanlage,isPartial
2018-01-07,4,False
2018-01-14,5,False
2018-01-21,3,False
2018-01-28,6,False
2018-02-04,3,False
2018-02-11,6,False
2018-02-18,3,False
2018-02-25,3,False
2018-03-04,3,False
2018-03-11,3,False
2018-03-18,3,False
2018-03-25,3,False
2018-04-01,3,False
2018-04-08,6,False
2018-04-15,3,False
2018-04-22,5,False
2018-04-29,10,False
2018-05-06,15,False
2018-05-13,10,False
2018-05-20,14,False
2018-05-27,45,False
2018-06-03,11,False
2018-06-10,14,False
2018-06-17,12,False
2018-06-24,13,False
2018-07-01,8,False
2018-07-08,9,False
2018-07-15,10,False
2018-07-22,77,False
2018-07-29,100,False
2018-08-05,46,False
2018-08-12,13,False
2018-08-19,13,False
2018-08-26,10,False
2018-09-02,8,False
2018-09-09,7,False
2018-09-16,7,False
2018-09-23,9,False
2018-09-30,3,False
2018-10-07,7,False
2018-10-14,3,False
2018-10-21,5,False
2018-10-28,3,False
2018-11-04,4,False
2018-11-11,0,False
2018-11-18,4,False
2018-11-25,4,False
2018-12-02,3,False
2018-12-09,3,False
2018-12-16,6,False
2018-12-23,5,False
2018-12-30,3,False
2019-01-06,5,False
2019-01-13,4,False
2019-01-20,4,False
2019-01-27,6,False
2019-02-03,9,False
2019-02-10,9,False
2019-02-17,5,False
2019-02-24,8,False
2019-03-03,3,False
2019-03-10,4,False
2019-03-17,4,False
2019-03-24,5,False
2019-03-31,9,False
2019-04-07,7,False
2019-04-14,3,False
2019-04-21,19,False
2019-04-28,15,False
2019-05-05,9,False
2019-05-12,6,False
2019-05-19,6,False
2019-05-26,6,False
2019-06-02,42,False
2019-06-09,20,False
2019-06-16,36,False
2019-06-23,72,False
2019-06-30,29,False
2019-07-07,13,False
2019-07-14,12,False
2019-07-21,27,False
2019-07-28,16,False
2019-08-04,13,False
2019-08-11,9,False
2019-08-18,5,False
2019-08-25,15,False
2019-09-01,6,False
2019-09-08,6,False
2019-09-15,5,False
2019-09-22,0,False
2019-09-29,5,False
2019-10-06,4,False
2019-10-13,5,False
2019-10-20,5,False
2019-10-27,3,False
2019-11-03,3,False
2019-11-10,3,False
2019-11-17,8,False
2019-11-24,5,False
2019-12-01,4,False
2019-12-08,4,False
2019-12-15,5,False
2019-12-22,6,False
2019-12-29,7,False
2020-01-05,7,False
2020-01-12,4,False
2020-01-19,3,False
2020-01-26,4,False
2020-02-02,6,False
2020-02-09,3,False
2020-02-16,5,False
2020-02-23,6,False
2020-03-01,6,False
2020-03-08,8,False
2020-03-15,3,False
2020-03-22,4,False
2020-03-29,2,False
2020-04-05,6,False
2020-04-12,7,False
2020-04-19,5,False
2020-04-26,7,False
2020-05-03,8,False
2020-05-10,8,False
2020-05-17,8,True
