date,Klimaanlage,isPartial
2018-01-07,2,False
2018-01-14,3,False
2018-01-21,3,False
2018-01-28,2,False
2018-02-04,2,False
2018-02-11,2,False
2018-02-18,2,False
2018-02-25,2,False
2018-03-04,2,False
2018-03-11,2,False
2018-03-18,2,False
2018-03-25,2,False
2018-04-01,4,False
2018-04-08,5,False
2018-04-15,9,False
2018-04-22,8,False
2018-04-29,6,False
2018-05-06,7,False
2018-05-13,3,False
2018-05-20,6,False
2018-05-27,22,False
2018-06-03,26,False
2018-06-10,13,False
2018-06-17,9,False
2018-06-24,7,False
2018-07-01,13,False
2018-07-08,7,False
2018-07-15,12,False
2018-07-22,28,False
2018-07-29,79,False
2018-08-05,51,False
2018-08-12,11,False
2018-08-19,11,False
2018-08-26,4,False
2018-09-02,4,False
2018-09-09,5,False
2018-09-16,4,False
2018-09-23,3,False
2018-09-30,3,False
2018-10-07,3,False
2018-10-14,4,False
2018-10-21,3,False
2018-10-28,2,False
2018-11-04,3,False
2018-11-11,3,False
2018-11-18,2,False
2018-11-25,2,False
2018-12-02,2,False
2018-12-09,2,False
2018-12-16,2,False
2018-12-23,1,False
2018-12-30,2,False
2019-01-06,2,False
2019-01-13,3,False
2019-01-20,3,False
2019-01-27,3,False
2019-02-03,3,False
2019-02-10,3,False
2019-02-17,3,False
2019-02-24,3,False
2019-03-03,2,False
2019-03-10,3,False
2019-03-17,4,False
2019-03-24,3,False
2019-03-31,5,False
2019-04-07,4,False
2019-04-14,6,False
2019-04-21,9,False
2019-04-28,6,False
2019-05-05,4,False
2019-05-12,5,False
2019-05-19,5,False
2019-05-26,10,False
2019-06-02,33,False
2019-06-09,11,False
2019-06-16,26,False
2019-06-23,100,False
2019-06-30,54,False
2019-07-07,11,False
2019-07-14,12,False
2019-07-21,48,False
2019-07-28,15,False
2019-08-04,10,False
2019-08-11,6,False
2019-08-18,6,False
2019-08-25,10,False
2019-09-01,5,False
2019-09-08,4,False
2019-09-15,4,False
2019-09-22,4,False
2019-09-29,2,False
2019-10-06,3,False
2019-10-13,3,False
2019-10-20,3,False
2019-10-27,2,False
2019-11-03,2,False
2019-11-10,3,False
2019-11-17,2,False
2019-11-24,3,False
2019-12-01,1,False
2019-12-08,3,False
2019-12-15,1,False
2019-12-22,3,False
2019-12-29,3,False
2020-01-05,3,False
2020-01-12,4,False
2020-01-19,3,False
2020-01-26,3,False
2020-02-02,4,False
2020-02-09,3,False
2020-02-16,5,False
2020-02-23,2,False
2020-03-01,4,False
2020-03-08,3,False
2020-03-15,4,False
2020-03-22,3,False
2020-03-29,4,False
2020-04-05,9,False
2020-04-12,10,False
2020-04-19,9,False
2020-04-26,10,False
2020-05-03,8,False
2020-05-10,8,False
2020-05-17,12,True
