date,suonare,isPartial
2018-01-07,13,False
2018-01-14,13,False
2018-01-21,26,False
2018-01-28,13,False
2018-02-04,88,False
2018-02-11,26,False
2018-02-18,25,False
2018-02-25,24,False
2018-03-04,38,False
2018-03-11,13,False
2018-03-18,62,False
2018-03-25,27,False
2018-04-01,0,False
2018-04-08,26,False
2018-04-15,40,False
2018-04-22,14,False
2018-04-29,40,False
2018-05-06,26,False
2018-05-13,53,False
2018-05-20,52,False
2018-05-27,41,False
2018-06-03,54,False
2018-06-10,25,False
2018-06-17,25,False
2018-06-24,13,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,38,False
2018-07-22,37,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,88,False
2018-08-19,22,False
2018-08-26,46,False
2018-09-02,36,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,38,False
2018-10-07,0,False
2018-10-14,40,False
2018-10-21,40,False
2018-10-28,92,False
2018-11-04,13,False
2018-11-11,54,False
2018-11-18,39,False
2018-11-25,26,False
2018-12-02,84,False
2018-12-09,54,False
2018-12-16,13,False
2018-12-23,100,False
2018-12-30,39,False
2019-01-06,38,False
2019-01-13,25,False
2019-01-20,47,False
2019-01-27,35,False
2019-02-03,35,False
2019-02-10,47,False
2019-02-17,49,False
2019-02-24,36,False
2019-03-03,13,False
2019-03-10,60,False
2019-03-17,25,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,25,False
2019-04-21,63,False
2019-04-28,12,False
2019-05-05,36,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,22,False
2019-06-02,61,False
2019-06-09,25,False
2019-06-16,37,False
2019-06-23,49,False
2019-06-30,73,False
2019-07-07,23,False
2019-07-14,12,False
2019-07-21,48,False
2019-07-28,23,False
2019-08-04,12,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,69,False
2019-09-01,11,False
2019-09-08,11,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,34,False
2019-10-06,23,False
2019-10-13,58,False
2019-10-20,11,False
2019-10-27,79,False
2019-11-03,77,False
2019-11-10,33,False
2019-11-17,23,False
2019-11-24,44,False
2019-12-01,34,False
2019-12-08,35,False
2019-12-15,69,False
2019-12-22,72,False
2019-12-29,46,False
2020-01-05,33,False
2020-01-12,32,False
2020-01-19,43,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,32,False
2020-02-16,43,False
2020-02-23,10,False
2020-03-01,30,False
2020-03-08,47,False
2020-03-15,54,False
2020-03-22,25,False
2020-03-29,34,False
2020-04-05,65,False
2020-04-12,28,False
2020-04-19,76,False
2020-04-26,61,True
