date,suonare,isPartial
2018-01-07,19,False
2018-01-14,38,False
2018-01-21,55,False
2018-01-28,18,False
2018-02-04,37,False
2018-02-11,37,False
2018-02-18,36,False
2018-02-25,36,False
2018-03-04,0,False
2018-03-11,18,False
2018-03-18,53,False
2018-03-25,19,False
2018-04-01,20,False
2018-04-08,0,False
2018-04-15,28,False
2018-04-22,38,False
2018-04-29,17,False
2018-05-06,52,False
2018-05-13,36,False
2018-05-20,35,False
2018-05-27,18,False
2018-06-03,0,False
2018-06-10,16,False
2018-06-17,33,False
2018-06-24,15,False
2018-07-01,29,False
2018-07-08,22,False
2018-07-15,15,False
2018-07-22,21,False
2018-07-29,14,False
2018-08-05,53,False
2018-08-12,0,False
2018-08-19,14,False
2018-08-26,15,False
2018-09-02,14,False
2018-09-09,14,False
2018-09-16,28,False
2018-09-23,31,False
2018-09-30,49,False
2018-10-07,35,False
2018-10-14,44,False
2018-10-21,56,False
2018-10-28,37,False
2018-11-04,36,False
2018-11-11,37,False
2018-11-18,54,False
2018-11-25,0,False
2018-12-02,19,False
2018-12-09,28,False
2018-12-16,49,False
2018-12-23,76,False
2018-12-30,51,False
2019-01-06,37,False
2019-01-13,37,False
2019-01-20,35,False
2019-01-27,18,False
2019-02-03,36,False
2019-02-10,0,False
2019-02-17,37,False
2019-02-24,18,False
2019-03-03,19,False
2019-03-10,28,False
2019-03-17,19,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,36,False
2019-04-14,28,False
2019-04-21,19,False
2019-04-28,36,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,26,False
2019-05-26,17,False
2019-06-02,26,False
2019-06-09,50,False
2019-06-16,0,False
2019-06-23,33,False
2019-06-30,33,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,16,False
2019-07-28,23,False
2019-08-04,15,False
2019-08-11,21,False
2019-08-18,32,False
2019-08-25,27,False
2019-09-01,41,False
2019-09-08,29,False
2019-09-15,15,False
2019-09-22,23,False
2019-09-29,48,False
2019-10-06,48,False
2019-10-13,100,False
2019-10-20,32,False
2019-10-27,41,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,45,False
2019-12-01,16,False
2019-12-08,49,False
2019-12-15,24,False
2019-12-22,55,False
2019-12-29,34,False
2020-01-05,31,False
2020-01-12,15,False
2020-01-19,14,False
2020-01-26,29,False
2020-02-02,36,False
2020-02-09,0,False
2020-02-16,30,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,32,False
2020-03-15,45,False
2020-03-22,24,False
2020-03-29,70,False
2020-04-05,61,False
2020-04-12,20,False
2020-04-19,37,False
2020-04-26,67,True
