date,suonare,isPartial
2018-01-07,21,False
2018-01-14,83,False
2018-01-21,62,False
2018-01-28,20,False
2018-02-04,30,False
2018-02-11,31,False
2018-02-18,19,False
2018-02-25,28,False
2018-03-04,20,False
2018-03-11,40,False
2018-03-18,40,False
2018-03-25,54,False
2018-04-01,22,False
2018-04-08,20,False
2018-04-15,43,False
2018-04-22,66,False
2018-04-29,21,False
2018-05-06,41,False
2018-05-13,31,False
2018-05-20,42,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,41,False
2018-07-22,100,False
2018-07-29,21,False
2018-08-05,0,False
2018-08-12,20,False
2018-08-19,41,False
2018-08-26,19,False
2018-09-02,20,False
2018-09-09,62,False
2018-09-16,20,False
2018-09-23,41,False
2018-09-30,42,False
2018-10-07,0,False
2018-10-14,21,False
2018-10-21,42,False
2018-10-28,42,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,100,False
2018-11-25,21,False
2018-12-02,22,False
2018-12-09,40,False
2018-12-16,21,False
2018-12-23,70,False
2018-12-30,21,False
2019-01-06,19,False
2019-01-13,38,False
2019-01-20,37,False
2019-01-27,36,False
2019-02-03,18,False
2019-02-10,19,False
2019-02-17,0,False
2019-02-24,28,False
2019-03-03,38,False
2019-03-10,19,False
2019-03-17,0,False
2019-03-24,19,False
2019-03-31,19,False
2019-04-07,29,False
2019-04-14,60,False
2019-04-21,30,False
2019-04-28,47,False
2019-05-05,27,False
2019-05-12,36,False
2019-05-19,19,False
2019-05-26,43,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,38,False
2019-06-23,29,False
2019-06-30,29,False
2019-07-07,36,False
2019-07-14,19,False
2019-07-21,29,False
2019-07-28,19,False
2019-08-04,38,False
2019-08-11,19,False
2019-08-18,18,False
2019-08-25,17,False
2019-09-01,34,False
2019-09-08,18,False
2019-09-15,36,False
2019-09-22,36,False
2019-09-29,36,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,18,False
2019-11-03,26,False
2019-11-10,52,False
2019-11-17,35,False
2019-11-24,34,False
2019-12-01,35,False
2019-12-08,81,False
2019-12-15,37,False
2019-12-22,41,False
2019-12-29,60,False
2020-01-05,26,False
2020-01-12,40,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,25,False
2020-02-16,68,False
2020-02-23,15,False
2020-03-01,15,False
2020-03-08,44,False
2020-03-15,22,False
2020-03-22,53,False
2020-03-29,35,False
2020-04-05,59,False
2020-04-12,51,False
2020-04-19,34,False
2020-04-26,72,True
