date,Kanalreinigung,isPartial
2018-01-07,17,False
2018-01-14,22,False
2018-01-21,44,False
2018-01-28,25,False
2018-02-04,29,False
2018-02-11,34,False
2018-02-18,51,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,28,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,25,False
2018-04-08,18,False
2018-04-15,72,False
2018-04-22,35,False
2018-04-29,43,False
2018-05-06,36,False
2018-05-13,26,False
2018-05-20,38,False
2018-05-27,19,False
2018-06-03,45,False
2018-06-10,28,False
2018-06-17,41,False
2018-06-24,26,False
2018-07-01,17,False
2018-07-08,29,False
2018-07-15,26,False
2018-07-22,35,False
2018-07-29,43,False
2018-08-05,19,False
2018-08-12,29,False
2018-08-19,49,False
2018-08-26,19,False
2018-09-02,18,False
2018-09-09,36,False
2018-09-16,23,False
2018-09-23,53,False
2018-09-30,27,False
2018-10-07,43,False
2018-10-14,35,False
2018-10-21,28,False
2018-10-28,17,False
2018-11-04,44,False
2018-11-11,17,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,49,False
2018-12-09,25,False
2018-12-16,34,False
2018-12-23,20,False
2018-12-30,27,False
2019-01-06,42,False
2019-01-13,47,False
2019-01-20,39,False
2019-01-27,24,False
2019-02-03,21,False
2019-02-10,32,False
2019-02-17,49,False
2019-02-24,25,False
2019-03-03,38,False
2019-03-10,32,False
2019-03-17,16,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,32,False
2019-04-14,44,False
2019-04-21,34,False
2019-04-28,33,False
2019-05-05,39,False
2019-05-12,32,False
2019-05-19,26,False
2019-05-26,16,False
2019-06-02,25,False
2019-06-09,26,False
2019-06-16,43,False
2019-06-23,49,False
2019-06-30,40,False
2019-07-07,47,False
2019-07-14,22,False
2019-07-21,17,False
2019-07-28,26,False
2019-08-04,54,False
2019-08-11,23,False
2019-08-18,36,False
2019-08-25,72,False
2019-09-01,28,False
2019-09-08,25,False
2019-09-15,33,False
2019-09-22,32,False
2019-09-29,32,False
2019-10-06,31,False
2019-10-13,46,False
2019-10-20,20,False
2019-10-27,26,False
2019-11-03,30,False
2019-11-10,23,False
2019-11-17,30,False
2019-11-24,35,False
2019-12-01,36,False
2019-12-08,15,False
2019-12-15,36,False
2019-12-22,24,False
2019-12-29,17,False
2020-01-05,35,False
2020-01-12,29,False
2020-01-19,43,False
2020-01-26,14,False
2020-02-02,82,False
2020-02-09,48,False
2020-02-16,55,False
2020-02-23,100,False
2020-03-01,70,False
2020-03-08,66,False
2020-03-15,82,False
2020-03-22,59,False
2020-03-29,47,False
2020-04-05,38,False
2020-04-12,68,False
2020-04-19,70,False
2020-04-26,72,False
2020-05-03,73,False
2020-05-10,86,False
