date,Kanalreinigung,isPartial
2018-01-07,16,False
2018-01-14,7,False
2018-01-21,7,False
2018-01-28,16,False
2018-02-04,14,False
2018-02-11,12,False
2018-02-18,14,False
2018-02-25,9,False
2018-03-04,12,False
2018-03-11,14,False
2018-03-18,14,False
2018-03-25,10,False
2018-04-01,13,False
2018-04-08,16,False
2018-04-15,11,False
2018-04-22,9,False
2018-04-29,9,False
2018-05-06,13,False
2018-05-13,9,False
2018-05-20,13,False
2018-05-27,9,False
2018-06-03,14,False
2018-06-10,6,False
2018-06-17,15,False
2018-06-24,14,False
2018-07-01,13,False
2018-07-08,10,False
2018-07-15,7,False
2018-07-22,9,False
2018-07-29,14,False
2018-08-05,11,False
2018-08-12,13,False
2018-08-19,5,False
2018-08-26,9,False
2018-09-02,21,False
2018-09-09,9,False
2018-09-16,21,False
2018-09-23,17,False
2018-09-30,9,False
2018-10-07,12,False
2018-10-14,5,False
2018-10-21,17,False
2018-10-28,12,False
2018-11-04,7,False
2018-11-11,15,False
2018-11-18,15,False
2018-11-25,7,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,11,False
2018-12-23,15,False
2018-12-30,11,False
2019-01-06,8,False
2019-01-13,15,False
2019-01-20,7,False
2019-01-27,12,False
2019-02-03,8,False
2019-02-10,11,False
2019-02-17,9,False
2019-02-24,13,False
2019-03-03,7,False
2019-03-10,11,False
2019-03-17,10,False
2019-03-24,9,False
2019-03-31,10,False
2019-04-07,16,False
2019-04-14,6,False
2019-04-21,11,False
2019-04-28,10,False
2019-05-05,14,False
2019-05-12,11,False
2019-05-19,10,False
2019-05-26,10,False
2019-06-02,10,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,12,False
2019-06-30,10,False
2019-07-07,14,False
2019-07-14,12,False
2019-07-21,7,False
2019-07-28,0,False
2019-08-04,10,False
2019-08-11,11,False
2019-08-18,12,False
2019-08-25,12,False
2019-09-01,9,False
2019-09-08,100,False
2019-09-15,11,False
2019-09-22,7,False
2019-09-29,4,False
2019-10-06,10,False
2019-10-13,20,False
2019-10-20,9,False
2019-10-27,15,False
2019-11-03,12,False
2019-11-10,4,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,9,False
2019-12-08,11,False
2019-12-15,13,False
2019-12-22,9,False
2019-12-29,11,False
2020-01-05,10,False
2020-01-12,11,False
2020-01-19,9,False
2020-01-26,14,False
2020-02-02,50,False
2020-02-09,62,False
2020-02-16,32,False
2020-02-23,34,False
2020-03-01,32,False
2020-03-08,53,False
2020-03-15,62,False
2020-03-22,21,False
2020-03-29,16,False
2020-04-05,23,False
2020-04-12,26,False
2020-04-19,38,False
2020-04-26,41,False
2020-05-03,51,False
2020-05-10,62,False
