date,Kanalreinigung,isPartial
2018-01-07,48,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,50,False
2018-02-18,24,False
2018-02-25,24,False
2018-03-04,37,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,52,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,39,False
2018-05-13,25,False
2018-05-20,50,False
2018-05-27,0,False
2018-06-03,74,False
2018-06-10,24,False
2018-06-17,0,False
2018-06-24,26,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,25,False
2018-08-05,25,False
2018-08-12,100,False
2018-08-19,25,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,26,False
2018-09-16,25,False
2018-09-23,0,False
2018-09-30,26,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,50,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,35,False
2018-11-25,0,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,26,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,0,False
2019-02-03,23,False
2019-02-10,47,False
2019-02-17,47,False
2019-02-24,37,False
2019-03-03,47,False
2019-03-10,23,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,24,False
2019-04-07,35,False
2019-04-14,25,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,48,False
2019-05-19,47,False
2019-05-26,24,False
2019-06-02,23,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,49,False
2019-07-21,0,False
2019-07-28,25,False
2019-08-04,24,False
2019-08-11,46,False
2019-08-18,23,False
2019-08-25,23,False
2019-09-01,46,False
2019-09-08,24,False
2019-09-15,95,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,20,False
2020-01-26,40,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,0,False
2020-02-23,49,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,36,False
2020-03-22,35,False
2020-03-29,35,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,34,False
2020-05-03,0,False
2020-05-10,27,False
