date,piscine semi enterrée,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,23,False
2018-02-04,22,False
2018-02-11,0,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,0,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,0,False
2018-04-01,36,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,46,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,24,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,74,False
2018-07-01,39,False
2018-07-08,49,False
2018-07-15,75,False
2018-07-22,25,False
2018-07-29,100,False
2018-08-05,50,False
2018-08-12,25,False
2018-08-19,25,False
2018-08-26,0,False
2018-09-02,49,False
2018-09-09,33,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,24,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,49,False
2018-10-28,23,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,22,False
2019-03-10,23,False
2019-03-17,35,False
2019-03-24,47,False
2019-03-31,23,False
2019-04-07,35,False
2019-04-14,24,False
2019-04-21,24,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,23,False
2019-05-19,0,False
2019-05-26,24,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,23,False
2019-06-23,39,False
2019-06-30,34,False
2019-07-07,23,False
2019-07-14,24,False
2019-07-21,35,False
2019-07-28,32,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,22,False
2019-09-08,45,False
2019-09-15,0,False
2019-09-22,21,False
2019-09-29,21,False
2019-10-06,21,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,20,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,20,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,33,False
2020-01-26,0,False
2020-02-02,20,False
2020-02-09,0,False
2020-02-16,19,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,28,False
2020-03-15,25,False
2020-03-22,31,False
2020-03-29,16,False
2020-04-05,22,False
2020-04-12,38,False
2020-04-19,16,False
2020-04-26,39,False
2020-05-03,40,False
2020-05-10,25,False
2020-05-17,31,False
2020-05-24,30,False
2020-05-31,39,False
2020-06-07,26,False
2020-06-14,0,False
2020-06-21,0,True
