date,piscine semi enterrée,isPartial
2018-01-07,0,False
2018-01-14,22,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,23,False
2018-03-04,22,False
2018-03-11,67,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,47,False
2018-04-08,23,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,34,False
2018-05-06,47,False
2018-05-13,45,False
2018-05-20,24,False
2018-05-27,23,False
2018-06-03,23,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,55,False
2018-07-01,31,False
2018-07-08,72,False
2018-07-15,50,False
2018-07-22,99,False
2018-07-29,100,False
2018-08-05,74,False
2018-08-12,52,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,24,False
2018-09-09,48,False
2018-09-16,23,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,27,False
2018-12-30,0,False
2019-01-06,23,False
2019-01-13,22,False
2019-01-20,0,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,68,False
2019-02-17,31,False
2019-02-24,32,False
2019-03-03,23,False
2019-03-10,23,False
2019-03-17,23,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,43,False
2019-04-28,36,False
2019-05-05,45,False
2019-05-12,22,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,36,False
2019-06-09,0,False
2019-06-16,54,False
2019-06-23,80,False
2019-06-30,90,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,55,False
2019-07-28,35,False
2019-08-04,29,False
2019-08-11,20,False
2019-08-18,21,False
2019-08-25,45,False
2019-09-01,22,False
2019-09-08,20,False
2019-09-15,41,False
2019-09-22,31,False
2019-09-29,20,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,20,False
2019-11-10,19,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,34,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,35,False
2020-02-16,18,False
2020-02-23,32,False
2020-03-01,48,False
2020-03-08,22,False
2020-03-15,15,False
2020-03-22,15,False
2020-03-29,25,False
2020-04-05,40,False
2020-04-12,55,False
2020-04-19,38,False
2020-04-26,28,False
2020-05-03,34,False
2020-05-10,37,False
2020-05-17,55,False
2020-05-24,85,False
2020-05-31,65,False
2020-06-07,38,False
2020-06-14,51,False
2020-06-21,78,True
