date,Pintores,isPartial
2018-01-07,35,False
2018-01-14,70,False
2018-01-21,34,False
2018-01-28,0,False
2018-02-04,99,False
2018-02-11,35,False
2018-02-18,100,False
2018-02-25,34,False
2018-03-04,98,False
2018-03-11,96,False
2018-03-18,95,False
2018-03-25,100,False
2018-04-01,32,False
2018-04-08,57,False
2018-04-15,0,False
2018-04-22,58,False
2018-04-29,27,False
2018-05-06,41,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,35,False
2018-09-09,47,False
2018-09-16,24,False
2018-09-23,50,False
2018-09-30,90,False
2018-10-07,53,False
2018-10-14,26,False
2018-10-21,29,False
2018-10-28,46,False
2018-11-04,0,False
2018-11-11,66,False
2018-11-18,65,False
2018-11-25,34,False
2018-12-02,91,False
2018-12-09,89,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,52,False
2019-01-13,69,False
2019-01-20,97,False
2019-01-27,33,False
2019-02-03,33,False
2019-02-10,34,False
2019-02-17,84,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,81,False
2019-03-17,64,False
2019-03-24,48,False
2019-03-31,45,False
2019-04-07,29,False
2019-04-14,56,False
2019-04-21,56,False
2019-04-28,27,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,50,False
2019-05-26,0,False
2019-06-02,36,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,23,False
2019-07-14,46,False
2019-07-21,46,False
2019-07-28,23,False
2019-08-04,22,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,32,False
2019-09-01,64,False
2019-09-08,31,False
2019-09-15,45,False
2019-09-22,57,False
2019-09-29,23,False
2019-10-06,35,False
2019-10-13,47,False
2019-10-20,24,False
2019-10-27,27,False
2019-11-03,55,False
2019-11-10,55,False
2019-11-17,28,False
2019-11-24,29,False
2019-12-01,30,False
2019-12-08,77,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,60,False
2020-01-12,42,False
2020-01-19,55,False
2020-01-26,28,False
2020-02-02,0,False
2020-02-09,28,False
2020-02-16,54,False
2020-02-23,68,False
2020-03-01,26,False
2020-03-08,49,False
2020-03-15,46,False
2020-03-22,44,False
2020-03-29,77,False
2020-04-05,48,False
2020-04-12,36,False
2020-04-19,22,False
2020-04-26,68,False
2020-05-03,45,False
2020-05-10,47,False
2020-05-17,28,True
