date,Pintores,isPartial
2018-01-07,35,False
2018-01-14,52,False
2018-01-21,33,False
2018-01-28,35,False
2018-02-04,46,False
2018-02-11,68,False
2018-02-18,36,False
2018-02-25,35,False
2018-03-04,35,False
2018-03-11,34,False
2018-03-18,0,False
2018-03-25,32,False
2018-04-01,33,False
2018-04-08,33,False
2018-04-15,35,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,66,False
2018-05-13,35,False
2018-05-20,0,False
2018-05-27,33,False
2018-06-03,55,False
2018-06-10,53,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,48,False
2018-07-08,0,False
2018-07-15,59,False
2018-07-22,30,False
2018-07-29,30,False
2018-08-05,27,False
2018-08-12,28,False
2018-08-19,28,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,33,False
2018-09-16,34,False
2018-09-23,50,False
2018-09-30,34,False
2018-10-07,68,False
2018-10-14,0,False
2018-10-21,52,False
2018-10-28,35,False
2018-11-04,33,False
2018-11-11,52,False
2018-11-18,0,False
2018-11-25,34,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,0,False
2018-12-23,77,False
2018-12-30,37,False
2019-01-06,34,False
2019-01-13,0,False
2019-01-20,46,False
2019-01-27,31,False
2019-02-03,67,False
2019-02-10,34,False
2019-02-17,68,False
2019-02-24,70,False
2019-03-03,100,False
2019-03-10,67,False
2019-03-17,66,False
2019-03-24,57,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,33,False
2019-04-28,65,False
2019-05-05,49,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,32,False
2019-06-02,41,False
2019-06-09,31,False
2019-06-16,0,False
2019-06-23,48,False
2019-06-30,31,False
2019-07-07,40,False
2019-07-14,60,False
2019-07-21,42,False
2019-07-28,58,False
2019-08-04,44,False
2019-08-11,25,False
2019-08-18,26,False
2019-08-25,53,False
2019-09-01,44,False
2019-09-08,31,False
2019-09-15,30,False
2019-09-22,61,False
2019-09-29,45,False
2019-10-06,0,False
2019-10-13,40,False
2019-10-20,60,False
2019-10-27,0,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,43,False
2019-12-01,60,False
2019-12-08,40,False
2019-12-15,29,False
2019-12-22,32,False
2019-12-29,47,False
2020-01-05,29,False
2020-01-12,36,False
2020-01-19,56,False
2020-01-26,0,False
2020-02-02,47,False
2020-02-09,42,False
2020-02-16,29,False
2020-02-23,28,False
2020-03-01,27,False
2020-03-08,39,False
2020-03-15,25,False
2020-03-22,23,False
2020-03-29,39,False
2020-04-05,31,False
2020-04-12,41,False
2020-04-19,46,False
2020-04-26,46,False
2020-05-03,31,False
2020-05-10,39,False
2020-05-17,39,True
