date,Türöffnung,isPartial
2018-01-07,40,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,41,False
2018-02-04,40,False
2018-02-11,0,False
2018-02-18,40,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,82,False
2018-03-25,41,False
2018-04-01,82,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,41,False
2018-05-06,84,False
2018-05-13,0,False
2018-05-20,41,False
2018-05-27,39,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,42,False
2018-07-08,0,False
2018-07-15,45,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,75,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,79,False
2018-09-16,0,False
2018-09-23,40,False
2018-09-30,42,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,38,False
2018-10-28,77,False
2018-11-04,76,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,39,False
2018-12-09,39,False
2018-12-16,40,False
2018-12-23,45,False
2018-12-30,40,False
2019-01-06,0,False
2019-01-13,37,False
2019-01-20,37,False
2019-01-27,37,False
2019-02-03,74,False
2019-02-10,38,False
2019-02-17,38,False
2019-02-24,58,False
2019-03-03,37,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,38,False
2019-03-31,39,False
2019-04-07,0,False
2019-04-14,85,False
2019-04-21,40,False
2019-04-28,0,False
2019-05-05,38,False
2019-05-12,38,False
2019-05-19,38,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,37,False
2019-06-23,0,False
2019-06-30,76,False
2019-07-07,39,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,78,False
2019-08-11,35,False
2019-08-18,37,False
2019-08-25,36,False
2019-09-01,36,False
2019-09-08,36,False
2019-09-15,37,False
2019-09-22,36,False
2019-09-29,0,False
2019-10-06,37,False
2019-10-13,36,False
2019-10-20,36,False
2019-10-27,35,False
2019-11-03,0,False
2019-11-10,35,False
2019-11-17,0,False
2019-11-24,68,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,38,False
2019-12-29,36,False
2020-01-05,66,False
2020-01-12,64,False
2020-01-19,100,False
2020-01-26,100,False
2020-02-02,33,False
2020-02-09,64,False
2020-02-16,34,False
2020-02-23,33,False
2020-03-01,50,False
2020-03-08,0,False
2020-03-15,30,False
2020-03-22,31,False
2020-03-29,61,False
2020-04-05,0,False
2020-04-12,32,False
2020-04-19,46,False
2020-04-26,0,False
2020-05-03,61,False
2020-05-10,0,False
