date,Türöffnung,isPartial
2018-01-07,56,False
2018-01-14,56,False
2018-01-21,83,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,59,False
2018-02-18,44,False
2018-02-25,29,False
2018-03-04,48,False
2018-03-11,86,False
2018-03-18,0,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,30,False
2018-04-15,30,False
2018-04-22,29,False
2018-04-29,30,False
2018-05-06,60,False
2018-05-13,58,False
2018-05-20,31,False
2018-05-27,61,False
2018-06-03,29,False
2018-06-10,42,False
2018-06-17,28,False
2018-06-24,28,False
2018-07-01,27,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,42,False
2018-07-29,57,False
2018-08-05,30,False
2018-08-12,47,False
2018-08-19,31,False
2018-08-26,0,False
2018-09-02,45,False
2018-09-09,72,False
2018-09-16,29,False
2018-09-23,58,False
2018-09-30,58,False
2018-10-07,28,False
2018-10-14,0,False
2018-10-21,57,False
2018-10-28,29,False
2018-11-04,27,False
2018-11-11,0,False
2018-11-18,45,False
2018-11-25,46,False
2018-12-02,41,False
2018-12-09,28,False
2018-12-16,29,False
2018-12-23,33,False
2018-12-30,0,False
2019-01-06,35,False
2019-01-13,26,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,40,False
2019-02-24,0,False
2019-03-03,41,False
2019-03-10,27,False
2019-03-17,28,False
2019-03-24,56,False
2019-03-31,38,False
2019-04-07,28,False
2019-04-14,30,False
2019-04-21,58,False
2019-04-28,55,False
2019-05-05,26,False
2019-05-12,53,False
2019-05-19,53,False
2019-05-26,42,False
2019-06-02,28,False
2019-06-09,58,False
2019-06-16,29,False
2019-06-23,42,False
2019-06-30,0,False
2019-07-07,39,False
2019-07-14,36,False
2019-07-21,28,False
2019-07-28,41,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,45,False
2019-08-25,43,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,79,False
2019-10-06,35,False
2019-10-13,26,False
2019-10-20,26,False
2019-10-27,25,False
2019-11-03,100,False
2019-11-10,34,False
2019-11-17,25,False
2019-11-24,25,False
2019-12-01,52,False
2019-12-08,26,False
2019-12-15,40,False
2019-12-22,60,False
2019-12-29,42,False
2020-01-05,49,False
2020-01-12,36,False
2020-01-19,24,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,37,False
2020-02-23,24,False
2020-03-01,32,False
2020-03-08,37,False
2020-03-15,22,False
2020-03-22,44,False
2020-03-29,33,False
2020-04-05,24,False
2020-04-12,23,False
2020-04-19,37,False
2020-04-26,29,False
2020-05-03,45,False
2020-05-10,44,False
