date,musica pop,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,28,False
2018-01-28,42,False
2018-02-04,28,False
2018-02-11,0,False
2018-02-18,54,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,46,False
2018-04-08,0,False
2018-04-15,43,False
2018-04-22,30,False
2018-04-29,42,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,29,False
2018-05-27,56,False
2018-06-03,43,False
2018-06-10,28,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,28,False
2018-07-29,45,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,27,False
2018-09-09,28,False
2018-09-16,55,False
2018-09-23,28,False
2018-09-30,28,False
2018-10-07,28,False
2018-10-14,28,False
2018-10-21,57,False
2018-10-28,28,False
2018-11-04,40,False
2018-11-11,57,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,28,False
2018-12-09,43,False
2018-12-16,60,False
2018-12-23,36,False
2018-12-30,34,False
2019-01-06,29,False
2019-01-13,0,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,27,False
2019-02-10,28,False
2019-02-17,42,False
2019-02-24,85,False
2019-03-03,29,False
2019-03-10,28,False
2019-03-17,28,False
2019-03-24,0,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,29,False
2019-04-21,32,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,56,False
2019-06-16,0,False
2019-06-23,44,False
2019-06-30,28,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,24,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,27,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,49,False
2019-11-24,49,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,48,False
2020-02-16,0,False
2020-02-23,44,False
2020-03-01,0,False
2020-03-08,32,False
2020-03-15,45,False
2020-03-22,100,False
2020-03-29,21,False
2020-04-05,44,False
2020-04-12,33,False
2020-04-19,21,False
2020-04-26,35,True
