date,jardin facile,isPartial
2018-01-07,7,False
2018-01-14,20,False
2018-01-21,18,False
2018-01-28,9,False
2018-02-04,13,False
2018-02-11,20,False
2018-02-18,21,False
2018-02-25,11,False
2018-03-04,22,False
2018-03-11,18,False
2018-03-18,16,False
2018-03-25,25,False
2018-04-01,21,False
2018-04-08,32,False
2018-04-15,22,False
2018-04-22,30,False
2018-04-29,26,False
2018-05-06,36,False
2018-05-13,29,False
2018-05-20,33,False
2018-05-27,34,False
2018-06-03,29,False
2018-06-10,15,False
2018-06-17,18,False
2018-06-24,14,False
2018-07-01,13,False
2018-07-08,23,False
2018-07-15,27,False
2018-07-22,7,False
2018-07-29,22,False
2018-08-05,19,False
2018-08-12,26,False
2018-08-19,12,False
2018-08-26,28,False
2018-09-02,28,False
2018-09-09,16,False
2018-09-16,14,False
2018-09-23,14,False
2018-09-30,17,False
2018-10-07,14,False
2018-10-14,21,False
2018-10-21,14,False
2018-10-28,30,False
2018-11-04,11,False
2018-11-11,16,False
2018-11-18,16,False
2018-11-25,10,False
2018-12-02,10,False
2018-12-09,16,False
2018-12-16,16,False
2018-12-23,8,False
2018-12-30,15,False
2019-01-06,13,False
2019-01-13,16,False
2019-01-20,20,False
2019-01-27,9,False
2019-02-03,24,False
2019-02-10,16,False
2019-02-17,16,False
2019-02-24,21,False
2019-03-03,22,False
2019-03-10,25,False
2019-03-17,21,False
2019-03-24,35,False
2019-03-31,45,False
2019-04-07,21,False
2019-04-14,33,False
2019-04-21,32,False
2019-04-28,25,False
2019-05-05,20,False
2019-05-12,16,False
2019-05-19,38,False
2019-05-26,18,False
2019-06-02,27,False
2019-06-09,15,False
2019-06-16,13,False
2019-06-23,22,False
2019-06-30,13,False
2019-07-07,18,False
2019-07-14,30,False
2019-07-21,14,False
2019-07-28,22,False
2019-08-04,22,False
2019-08-11,14,False
2019-08-18,14,False
2019-08-25,17,False
2019-09-01,19,False
2019-09-08,19,False
2019-09-15,17,False
2019-09-22,12,False
2019-09-29,10,False
2019-10-06,8,False
2019-10-13,10,False
2019-10-20,17,False
2019-10-27,25,False
2019-11-03,18,False
2019-11-10,6,False
2019-11-17,15,False
2019-11-24,6,False
2019-12-01,12,False
2019-12-08,8,False
2019-12-15,14,False
2019-12-22,7,False
2019-12-29,13,False
2020-01-05,12,False
2020-01-12,17,False
2020-01-19,14,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,27,False
2020-02-16,16,False
2020-02-23,13,False
2020-03-01,15,False
2020-03-08,30,False
2020-03-15,34,False
2020-03-22,33,False
2020-03-29,47,False
2020-04-05,100,False
2020-04-12,77,False
2020-04-19,66,False
2020-04-26,55,False
2020-05-03,69,False
2020-05-10,33,False
2020-05-17,46,True
