date,Fertighaus,isPartial
2018-01-07,36,False
2018-01-14,49,False
2018-01-21,49,False
2018-01-28,25,False
2018-02-04,79,False
2018-02-11,61,False
2018-02-18,24,False
2018-02-25,59,False
2018-03-04,61,False
2018-03-11,24,False
2018-03-18,72,False
2018-03-25,25,False
2018-04-01,25,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,25,False
2018-05-06,38,False
2018-05-13,60,False
2018-05-20,50,False
2018-05-27,25,False
2018-06-03,49,False
2018-06-10,35,False
2018-06-17,48,False
2018-06-24,24,False
2018-07-01,25,False
2018-07-08,61,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,51,False
2018-08-05,36,False
2018-08-12,38,False
2018-08-19,36,False
2018-08-26,0,False
2018-09-02,47,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,71,False
2018-10-07,0,False
2018-10-14,61,False
2018-10-21,36,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,46,False
2018-11-18,33,False
2018-11-25,23,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,41,False
2019-01-13,44,False
2019-01-20,43,False
2019-01-27,55,False
2019-02-03,46,False
2019-02-10,64,False
2019-02-17,43,False
2019-02-24,43,False
2019-03-03,55,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,33,False
2019-03-31,45,False
2019-04-07,34,False
2019-04-14,24,False
2019-04-21,46,False
2019-04-28,43,False
2019-05-05,21,False
2019-05-12,32,False
2019-05-19,42,False
2019-05-26,21,False
2019-06-02,33,False
2019-06-09,34,False
2019-06-16,44,False
2019-06-23,67,False
2019-06-30,68,False
2019-07-07,32,False
2019-07-14,46,False
2019-07-21,35,False
2019-07-28,22,False
2019-08-04,81,False
2019-08-11,55,False
2019-08-18,0,False
2019-08-25,41,False
2019-09-01,20,False
2019-09-08,64,False
2019-09-15,32,False
2019-09-22,31,False
2019-09-29,81,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,31,False
2019-10-27,30,False
2019-11-03,60,False
2019-11-10,30,False
2019-11-17,100,False
2019-11-24,40,False
2019-12-01,61,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,22,False
2019-12-29,60,False
2020-01-05,46,False
2020-01-12,54,False
2020-01-19,28,False
2020-01-26,19,False
2020-02-02,20,False
2020-02-09,38,False
2020-02-16,29,False
2020-02-23,56,False
2020-03-01,18,False
2020-03-08,53,False
2020-03-15,41,False
2020-03-22,31,False
2020-03-29,32,False
2020-04-05,53,False
2020-04-12,33,False
2020-04-19,50,False
2020-04-26,50,False
2020-05-03,51,False
2020-05-10,84,False
2020-05-17,64,False
2020-05-24,51,False
2020-05-31,34,False
2020-06-07,44,False
2020-06-14,59,False
2020-06-21,36,False
2020-06-28,55,False
2020-07-05,49,False
