date,Fertighaus,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,48,False
2018-01-28,32,False
2018-02-04,100,False
2018-02-11,64,False
2018-02-18,53,False
2018-02-25,47,False
2018-03-04,32,False
2018-03-11,48,False
2018-03-18,97,False
2018-03-25,34,False
2018-04-01,67,False
2018-04-08,67,False
2018-04-15,46,False
2018-04-22,88,False
2018-04-29,46,False
2018-05-06,53,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,56,False
2018-06-10,0,False
2018-06-17,43,False
2018-06-24,33,False
2018-07-01,84,False
2018-07-08,33,False
2018-07-15,52,False
2018-07-22,51,False
2018-07-29,33,False
2018-08-05,42,False
2018-08-12,48,False
2018-08-19,81,False
2018-08-26,55,False
2018-09-02,33,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,32,False
2018-09-30,34,False
2018-10-07,34,False
2018-10-14,64,False
2018-10-21,78,False
2018-10-28,31,False
2018-11-04,41,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,57,False
2019-01-13,85,False
2019-01-20,43,False
2019-01-27,28,False
2019-02-03,29,False
2019-02-10,46,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,59,False
2019-03-10,38,False
2019-03-17,30,False
2019-03-24,45,False
2019-03-31,61,False
2019-04-07,45,False
2019-04-14,32,False
2019-04-21,81,False
2019-04-28,79,False
2019-05-05,49,False
2019-05-12,30,False
2019-05-19,59,False
2019-05-26,61,False
2019-06-02,30,False
2019-06-09,40,False
2019-06-16,30,False
2019-06-23,46,False
2019-06-30,39,False
2019-07-07,62,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,47,False
2019-08-04,31,False
2019-08-11,29,False
2019-08-18,30,False
2019-08-25,44,False
2019-09-01,0,False
2019-09-08,45,False
2019-09-15,29,False
2019-09-22,43,False
2019-09-29,71,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,41,False
2019-11-03,53,False
2019-11-10,45,False
2019-11-17,27,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,46,False
2019-12-22,0,False
2019-12-29,28,False
2020-01-05,59,False
2020-01-12,49,False
2020-01-19,59,False
2020-01-26,42,False
2020-02-02,25,False
2020-02-09,52,False
2020-02-16,51,False
2020-02-23,25,False
2020-03-01,25,False
2020-03-08,23,False
2020-03-15,46,False
2020-03-22,29,False
2020-03-29,44,False
2020-04-05,63,False
2020-04-12,35,False
2020-04-19,54,False
2020-04-26,45,False
2020-05-03,23,False
2020-05-10,70,False
