date,Fertighaus,isPartial
2018-01-07,25,False
2018-01-14,36,False
2018-01-21,85,False
2018-01-28,64,False
2018-02-04,50,False
2018-02-11,64,False
2018-02-18,100,False
2018-02-25,97,False
2018-03-04,63,False
2018-03-11,62,False
2018-03-18,34,False
2018-03-25,27,False
2018-04-01,89,False
2018-04-08,52,False
2018-04-15,40,False
2018-04-22,60,False
2018-04-29,26,False
2018-05-06,54,False
2018-05-13,25,False
2018-05-20,52,False
2018-05-27,38,False
2018-06-03,42,False
2018-06-10,36,False
2018-06-17,51,False
2018-06-24,40,False
2018-07-01,52,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,76,False
2018-08-12,26,False
2018-08-19,34,False
2018-08-26,25,False
2018-09-02,39,False
2018-09-09,52,False
2018-09-16,65,False
2018-09-23,39,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,51,False
2018-10-21,25,False
2018-10-28,33,False
2018-11-04,24,False
2018-11-11,49,False
2018-11-18,24,False
2018-11-25,37,False
2018-12-02,37,False
2018-12-09,24,False
2018-12-16,75,False
2018-12-23,41,False
2018-12-30,75,False
2019-01-06,35,False
2019-01-13,46,False
2019-01-20,46,False
2019-01-27,46,False
2019-02-03,31,False
2019-02-10,48,False
2019-02-17,72,False
2019-02-24,38,False
2019-03-03,35,False
2019-03-10,39,False
2019-03-17,49,False
2019-03-24,61,False
2019-03-31,49,False
2019-04-07,56,False
2019-04-14,25,False
2019-04-21,49,False
2019-04-28,72,False
2019-05-05,45,False
2019-05-12,73,False
2019-05-19,32,False
2019-05-26,49,False
2019-06-02,56,False
2019-06-09,83,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,24,False
2019-07-14,50,False
2019-07-21,26,False
2019-07-28,26,False
2019-08-04,58,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,39,False
2019-09-01,70,False
2019-09-08,36,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,39,False
2019-10-13,80,False
2019-10-20,38,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,44,False
2019-11-17,36,False
2019-11-24,64,False
2019-12-01,0,False
2019-12-08,36,False
2019-12-15,22,False
2019-12-22,48,False
2019-12-29,30,False
2020-01-05,48,False
2020-01-12,34,False
2020-01-19,21,False
2020-01-26,41,False
2020-02-02,31,False
2020-02-09,27,False
2020-02-16,32,False
2020-02-23,47,False
2020-03-01,40,False
2020-03-08,75,False
2020-03-15,46,False
2020-03-22,0,False
2020-03-29,36,False
2020-04-05,29,False
2020-04-12,63,False
2020-04-19,43,False
2020-04-26,53,False
2020-05-03,37,False
2020-05-10,62,False
