date,Fertighaus,isPartial
2018-01-07,22,False
2018-01-14,59,False
2018-01-21,38,False
2018-01-28,22,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,23,False
2018-02-25,23,False
2018-03-04,47,False
2018-03-11,80,False
2018-03-18,35,False
2018-03-25,100,False
2018-04-01,25,False
2018-04-08,36,False
2018-04-15,37,False
2018-04-22,24,False
2018-04-29,25,False
2018-05-06,53,False
2018-05-13,24,False
2018-05-20,25,False
2018-05-27,72,False
2018-06-03,37,False
2018-06-10,39,False
2018-06-17,31,False
2018-06-24,24,False
2018-07-01,25,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,25,False
2018-07-29,48,False
2018-08-05,58,False
2018-08-12,47,False
2018-08-19,23,False
2018-08-26,35,False
2018-09-02,23,False
2018-09-09,63,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,37,False
2018-10-07,49,False
2018-10-14,54,False
2018-10-21,22,False
2018-10-28,65,False
2018-11-04,65,False
2018-11-11,22,False
2018-11-18,32,False
2018-11-25,30,False
2018-12-02,44,False
2018-12-09,51,False
2018-12-16,22,False
2018-12-23,36,False
2018-12-30,55,False
2019-01-06,54,False
2019-01-13,34,False
2019-01-20,27,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,50,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,28,False
2019-03-10,30,False
2019-03-17,36,False
2019-03-24,32,False
2019-03-31,22,False
2019-04-07,21,False
2019-04-14,23,False
2019-04-21,23,False
2019-04-28,52,False
2019-05-05,55,False
2019-05-12,21,False
2019-05-19,42,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,28,False
2019-06-16,21,False
2019-06-23,22,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,46,False
2019-08-04,23,False
2019-08-11,32,False
2019-08-18,43,False
2019-08-25,63,False
2019-09-01,28,False
2019-09-08,42,False
2019-09-15,32,False
2019-09-22,30,False
2019-09-29,27,False
2019-10-06,42,False
2019-10-13,27,False
2019-10-20,59,False
2019-10-27,25,False
2019-11-03,25,False
2019-11-10,45,False
2019-11-17,0,False
2019-11-24,38,False
2019-12-01,39,False
2019-12-08,19,False
2019-12-15,39,False
2019-12-22,42,False
2019-12-29,27,False
2020-01-05,18,False
2020-01-12,44,False
2020-01-19,42,False
2020-01-26,18,False
2020-02-02,44,False
2020-02-09,37,False
2020-02-16,30,False
2020-02-23,36,False
2020-03-01,26,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,16,False
2020-03-29,26,False
2020-04-05,30,False
2020-04-12,28,False
2020-04-19,49,False
2020-04-26,40,False
2020-05-03,57,False
2020-05-10,32,False
