date,Fertighaus,isPartial
2018-01-07,76,False
2018-01-14,33,False
2018-01-21,33,False
2018-01-28,67,False
2018-02-04,84,False
2018-02-11,50,False
2018-02-18,34,False
2018-02-25,17,False
2018-03-04,25,False
2018-03-11,17,False
2018-03-18,58,False
2018-03-25,70,False
2018-04-01,0,False
2018-04-08,17,False
2018-04-15,53,False
2018-04-22,26,False
2018-04-29,62,False
2018-05-06,35,False
2018-05-13,25,False
2018-05-20,43,False
2018-05-27,18,False
2018-06-03,59,False
2018-06-10,40,False
2018-06-17,33,False
2018-06-24,49,False
2018-07-01,66,False
2018-07-08,17,False
2018-07-15,52,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,17,False
2018-08-12,64,False
2018-08-19,34,False
2018-08-26,67,False
2018-09-02,34,False
2018-09-09,26,False
2018-09-16,42,False
2018-09-23,34,False
2018-09-30,42,False
2018-10-07,51,False
2018-10-14,25,False
2018-10-21,43,False
2018-10-28,34,False
2018-11-04,49,False
2018-11-11,33,False
2018-11-18,40,False
2018-11-25,0,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,17,False
2018-12-23,19,False
2018-12-30,42,False
2019-01-06,30,False
2019-01-13,15,False
2019-01-20,38,False
2019-01-27,16,False
2019-02-03,38,False
2019-02-10,31,False
2019-02-17,32,False
2019-02-24,31,False
2019-03-03,16,False
2019-03-10,45,False
2019-03-17,24,False
2019-03-24,16,False
2019-03-31,16,False
2019-04-07,47,False
2019-04-14,17,False
2019-04-21,25,False
2019-04-28,39,False
2019-05-05,45,False
2019-05-12,23,False
2019-05-19,31,False
2019-05-26,23,False
2019-06-02,32,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,33,False
2019-06-30,25,False
2019-07-07,31,False
2019-07-14,17,False
2019-07-21,18,False
2019-07-28,34,False
2019-08-04,53,False
2019-08-11,58,False
2019-08-18,48,False
2019-08-25,48,False
2019-09-01,31,False
2019-09-08,32,False
2019-09-15,17,False
2019-09-22,40,False
2019-09-29,62,False
2019-10-06,16,False
2019-10-13,24,False
2019-10-20,64,False
2019-10-27,16,False
2019-11-03,0,False
2019-11-10,30,False
2019-11-17,23,False
2019-11-24,15,False
2019-12-01,31,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,17,False
2020-01-05,36,False
2020-01-12,42,False
2020-01-19,22,False
2020-01-26,28,False
2020-02-02,42,False
2020-02-09,57,False
2020-02-16,46,False
2020-02-23,28,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,35,False
2020-04-05,41,False
2020-04-12,52,False
2020-04-19,31,False
2020-04-26,57,False
2020-05-03,20,False
2020-05-10,58,False
2020-05-17,100,False
2020-05-24,26,False
2020-05-31,27,False
2020-06-07,14,False
2020-06-14,26,False
2020-06-21,35,False
2020-06-28,35,False
2020-07-05,29,False
