date,Fertighaus,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,60,False
2018-01-28,31,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,31,False
2018-02-25,62,False
2018-03-04,46,False
2018-03-11,61,False
2018-03-18,0,False
2018-03-25,45,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,64,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,33,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,31,False
2018-06-17,46,False
2018-06-24,32,False
2018-07-01,33,False
2018-07-08,0,False
2018-07-15,70,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,50,False
2018-10-07,33,False
2018-10-14,0,False
2018-10-21,50,False
2018-10-28,31,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,62,False
2018-12-09,31,False
2018-12-16,65,False
2018-12-23,39,False
2018-12-30,35,False
2019-01-06,60,False
2019-01-13,60,False
2019-01-20,30,False
2019-01-27,46,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,45,False
2019-03-24,63,False
2019-03-31,42,False
2019-04-07,0,False
2019-04-14,36,False
2019-04-21,50,False
2019-04-28,94,False
2019-05-05,30,False
2019-05-12,63,False
2019-05-19,0,False
2019-05-26,63,False
2019-06-02,31,False
2019-06-09,31,False
2019-06-16,31,False
2019-06-23,42,False
2019-06-30,0,False
2019-07-07,32,False
2019-07-14,34,False
2019-07-21,72,False
2019-07-28,35,False
2019-08-04,100,False
2019-08-11,61,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,30,False
2019-09-22,60,False
2019-09-29,61,False
2019-10-06,45,False
2019-10-13,29,False
2019-10-20,57,False
2019-10-27,29,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,55,False
2019-11-24,41,False
2019-12-01,0,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,36,False
2019-12-29,32,False
2020-01-05,27,False
2020-01-12,35,False
2020-01-19,28,False
2020-01-26,0,False
2020-02-02,55,False
2020-02-09,41,False
2020-02-16,28,False
2020-02-23,27,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,51,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,40,False
2020-04-19,26,False
2020-04-26,76,False
2020-05-03,32,False
2020-05-10,40,False
