date,Decke streichen,isPartial
2018-01-07,50,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,51,False
2018-03-04,76,False
2018-03-11,26,False
2018-03-18,66,False
2018-03-25,56,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,40,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,54,False
2018-05-27,0,False
2018-06-03,39,False
2018-06-10,74,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,100,False
2018-07-29,26,False
2018-08-05,27,False
2018-08-12,28,False
2018-08-19,55,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,39,False
2018-09-16,26,False
2018-09-23,26,False
2018-09-30,39,False
2018-10-07,76,False
2018-10-14,0,False
2018-10-21,38,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,50,False
2018-12-16,52,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,47,False
2019-01-13,23,False
2019-01-20,46,False
2019-01-27,70,False
2019-02-03,35,False
2019-02-10,24,False
2019-02-17,48,False
2019-02-24,49,False
2019-03-03,37,False
2019-03-10,36,False
2019-03-17,0,False
2019-03-24,25,False
2019-03-31,0,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,79,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,24,False
2019-05-26,25,False
2019-06-02,74,False
2019-06-09,26,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,47,False
2019-07-14,49,False
2019-07-21,0,False
2019-07-28,50,False
2019-08-04,52,False
2019-08-11,26,False
2019-08-18,53,False
2019-08-25,26,False
2019-09-01,49,False
2019-09-08,24,False
2019-09-15,49,False
2019-09-22,23,False
2019-09-29,35,False
2019-10-06,46,False
2019-10-13,0,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,45,False
2019-11-17,23,False
2019-11-24,45,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,24,False
2019-12-22,27,False
2019-12-29,62,False
2020-01-05,0,False
2020-01-12,43,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,42,False
2020-02-16,22,False
2020-02-23,33,False
2020-03-01,42,False
2020-03-08,61,False
2020-03-15,29,False
2020-03-22,59,False
2020-03-29,29,False
2020-04-05,0,False
2020-04-12,52,False
2020-04-19,81,False
2020-04-26,30,False
2020-05-03,40,False
2020-05-10,39,False
2020-05-17,49,True
