date,Decke streichen,isPartial
2018-01-07,51,False
2018-01-14,38,False
2018-01-21,25,False
2018-01-28,34,False
2018-02-04,52,False
2018-02-11,0,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,25,False
2018-03-11,34,False
2018-03-18,26,False
2018-03-25,35,False
2018-04-01,26,False
2018-04-08,26,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,0,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,52,False
2018-06-10,25,False
2018-06-17,38,False
2018-06-24,26,False
2018-07-01,26,False
2018-07-08,40,False
2018-07-15,56,False
2018-07-22,27,False
2018-07-29,0,False
2018-08-05,24,False
2018-08-12,48,False
2018-08-19,40,False
2018-08-26,37,False
2018-09-02,50,False
2018-09-09,25,False
2018-09-16,51,False
2018-09-23,38,False
2018-09-30,44,False
2018-10-07,27,False
2018-10-14,25,False
2018-10-21,49,False
2018-10-28,86,False
2018-11-04,32,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,49,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,84,False
2018-12-30,26,False
2019-01-06,35,False
2019-01-13,35,False
2019-01-20,23,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,24,False
2019-02-17,48,False
2019-02-24,25,False
2019-03-03,24,False
2019-03-10,23,False
2019-03-17,49,False
2019-03-24,49,False
2019-03-31,33,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,25,False
2019-04-28,49,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,48,False
2019-06-02,23,False
2019-06-09,39,False
2019-06-16,24,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,49,False
2019-07-14,51,False
2019-07-21,40,False
2019-07-28,100,False
2019-08-04,25,False
2019-08-11,22,False
2019-08-18,24,False
2019-08-25,46,False
2019-09-01,30,False
2019-09-08,93,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,35,False
2019-10-06,39,False
2019-10-13,0,False
2019-10-20,23,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,44,False
2019-11-17,45,False
2019-11-24,43,False
2019-12-01,0,False
2019-12-08,43,False
2019-12-15,34,False
2019-12-22,24,False
2019-12-29,0,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,32,False
2020-01-26,21,False
2020-02-02,42,False
2020-02-09,21,False
2020-02-16,54,False
2020-02-23,21,False
2020-03-01,32,False
2020-03-08,39,False
2020-03-15,26,False
2020-03-22,39,False
2020-03-29,29,False
2020-04-05,21,False
2020-04-12,41,False
2020-04-19,20,False
2020-04-26,47,False
2020-05-03,58,False
2020-05-10,19,False
2020-05-17,67,True
