date,Decke streichen,isPartial
2018-01-07,27,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,36,False
2018-02-04,27,False
2018-02-11,54,False
2018-02-18,40,False
2018-02-25,27,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,27,False
2018-03-25,43,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,42,False
2018-04-29,43,False
2018-05-06,29,False
2018-05-13,28,False
2018-05-20,30,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,27,False
2018-06-17,55,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,28,False
2018-07-29,44,False
2018-08-05,30,False
2018-08-12,30,False
2018-08-19,30,False
2018-08-26,0,False
2018-09-02,43,False
2018-09-09,0,False
2018-09-16,55,False
2018-09-23,0,False
2018-09-30,56,False
2018-10-07,36,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,41,False
2018-11-04,26,False
2018-11-11,39,False
2018-11-18,51,False
2018-11-25,39,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,31,False
2018-12-30,57,False
2019-01-06,25,False
2019-01-13,49,False
2019-01-20,49,False
2019-01-27,37,False
2019-02-03,100,False
2019-02-10,51,False
2019-02-17,51,False
2019-02-24,39,False
2019-03-03,26,False
2019-03-10,50,False
2019-03-17,35,False
2019-03-24,26,False
2019-03-31,51,False
2019-04-07,26,False
2019-04-14,28,False
2019-04-21,27,False
2019-04-28,39,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,39,False
2019-06-02,26,False
2019-06-09,67,False
2019-06-16,55,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,25,False
2019-07-14,52,False
2019-07-21,53,False
2019-07-28,27,False
2019-08-04,0,False
2019-08-11,41,False
2019-08-18,70,False
2019-08-25,38,False
2019-09-01,35,False
2019-09-08,52,False
2019-09-15,39,False
2019-09-22,25,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,48,False
2019-10-20,37,False
2019-10-27,41,False
2019-11-03,48,False
2019-11-10,0,False
2019-11-17,47,False
2019-11-24,35,False
2019-12-01,0,False
2019-12-08,47,False
2019-12-15,37,False
2019-12-22,28,False
2019-12-29,35,False
2020-01-05,47,False
2020-01-12,22,False
2020-01-19,69,False
2020-01-26,22,False
2020-02-02,23,False
2020-02-09,34,False
2020-02-16,23,False
2020-02-23,30,False
2020-03-01,44,False
2020-03-08,31,False
2020-03-15,30,False
2020-03-22,20,False
2020-03-29,54,False
2020-04-05,44,False
2020-04-12,35,False
2020-04-19,27,False
2020-04-26,40,False
2020-05-03,20,False
2020-05-10,81,False
2020-05-17,49,True
