date,naturopathe,isPartial
2018-01-07,35,False
2018-01-14,26,False
2018-01-21,18,False
2018-01-28,36,False
2018-02-04,18,False
2018-02-11,64,False
2018-02-18,61,False
2018-02-25,35,False
2018-03-04,45,False
2018-03-11,30,False
2018-03-18,18,False
2018-03-25,24,False
2018-04-01,37,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,18,False
2018-04-29,36,False
2018-05-06,19,False
2018-05-13,18,False
2018-05-20,0,False
2018-05-27,18,False
2018-06-03,27,False
2018-06-10,35,False
2018-06-17,19,False
2018-06-24,28,False
2018-07-01,18,False
2018-07-08,37,False
2018-07-15,38,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,30,False
2018-08-26,38,False
2018-09-02,39,False
2018-09-09,58,False
2018-09-16,57,False
2018-09-23,32,False
2018-09-30,50,False
2018-10-07,57,False
2018-10-14,29,False
2018-10-21,38,False
2018-10-28,24,False
2018-11-04,36,False
2018-11-11,19,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,18,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,66,False
2019-01-06,18,False
2019-01-13,45,False
2019-01-20,17,False
2019-01-27,40,False
2019-02-03,24,False
2019-02-10,45,False
2019-02-17,29,False
2019-02-24,43,False
2019-03-03,41,False
2019-03-10,36,False
2019-03-17,46,False
2019-03-24,28,False
2019-03-31,31,False
2019-04-07,42,False
2019-04-14,38,False
2019-04-21,42,False
2019-04-28,46,False
2019-05-05,23,False
2019-05-12,36,False
2019-05-19,27,False
2019-05-26,18,False
2019-06-02,17,False
2019-06-09,25,False
2019-06-16,36,False
2019-06-23,24,False
2019-06-30,26,False
2019-07-07,18,False
2019-07-14,65,False
2019-07-21,37,False
2019-07-28,50,False
2019-08-04,19,False
2019-08-11,28,False
2019-08-18,65,False
2019-08-25,35,False
2019-09-01,35,False
2019-09-08,35,False
2019-09-15,23,False
2019-09-22,17,False
2019-09-29,42,False
2019-10-06,39,False
2019-10-13,34,False
2019-10-20,33,False
2019-10-27,32,False
2019-11-03,16,False
2019-11-10,32,False
2019-11-17,41,False
2019-11-24,32,False
2019-12-01,24,False
2019-12-08,59,False
2019-12-15,16,False
2019-12-22,22,False
2019-12-29,22,False
2020-01-05,16,False
2020-01-12,41,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,23,False
2020-02-16,31,False
2020-02-23,15,False
2020-03-01,31,False
2020-03-08,45,False
2020-03-15,13,False
2020-03-22,30,False
2020-03-29,39,False
2020-04-05,26,False
2020-04-12,27,False
2020-04-19,13,False
2020-04-26,12,False
2020-05-03,32,False
2020-05-10,26,False
2020-05-17,100,True
